"OrganizationID","OrganizationName","MonitoringLocationID","MonitoringLocationName","MonitoringLocationType","HUC8","Latitude","Longitude","VerticalMe","OBJECTID","SGEOID","WBID","AUID","Cat","PortionDes","distance","SegmentID","X","X.1","X.2","X.3","X.4","X.5","X.6","X.7","X.8","X.9","X.10","X.11","X.12","X.13","X.14","X.15","X.16","X.17","X.18","X.19"
"21COL001","Colorado Dept. of Public Health & Environment","21COL001-000147","COLORADO RIVER AT RULISON","River/Stream",14010005,39.4944444,-107.9386111,NA,25771,33737,"COLCLC02a","COLCLC02a_A","3b","Mainstem of the Colorado River from immediately below the confluence with Rifle Creek to immediately above the confluence of Rapid Creek.",12.31051007,"COLCLC02a_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001","Colorado Dept. of Public Health & Environment","21COL001-000148","ROAN CREEK NEAR DE BEQUE","River/Stream",14010005,39.3652778,-108.2522222,NA,24529,32107,"COLCLC14c","COLCLC14c_C","5","Roan Creek and tributaries including Conn Cr, Logan Wash, Bloat Gulch and Gibler Gulch",58.15798309,"COLCLC14c_C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001","Colorado Dept. of Public Health & Environment","21COL001-11103","COLORADO R. @ CAMEO","River/Stream",14010005,39.1485,-108.31483,NA,22176,28913,"COLCLC02a","COLCLC02a_A","3b","Mainstem of the Colorado River from immediately below the confluence with Rifle Creek to immediately above the confluence of Rapid Creek.",44.87213543,"COLCLC02a_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001","Colorado Dept. of Public Health & Environment","21COL001-11103B","COLORADO R BLW PLATEAU CK AT ISLAND ACRES STATE REC. AREA","River/Stream",14010005,39.1661833,-108.3041666,0,22444,29311,"COLCLC02a","COLCLC02a_A","3b","Mainstem of the Colorado River from immediately below the confluence with Rifle Creek to immediately above the confluence of Rapid Creek.",30.10864455,"COLCLC02a_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001","Colorado Dept. of Public Health & Environment","21COL001-11105","COLORADO R. ABV PLATEAU CR.","River/Stream",14010005,39.1835,-108.2810556,4770,22543,29440,"COLCLC16","COLCLC16_A","3b","Plateau Creek including all tributaries and wetlands, from a point immediately below the confluence with Buzzard Creek, to the confluence with the Colorado River, excluding specific listings in segment 15.",13.68648174,"COLCLC16_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001","Colorado Dept. of Public Health & Environment","21COL001-11107A","COTTONWOOD CK NEAR RULISON","River/Stream",14010005,39.4725,-107.9646667,5396,25578,65229,"COLCLC04a","COLCLC04a_A","5","Tributaries to Colorado River, Roaring Fork to Parachute Creek, except for Mamm Creek and Alkali Creek",14.59297431,"COLCLC04a_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001","Colorado Dept. of Public Health & Environment","21COL001-11109A","OASIS CK ABV DIVERSION @ 600 HIGHLANDS RD.","River/Stream",14010005,39.5667833,-107.3365667,NA,27375,35591,"COLCLC06","COLCLC06_A","1","Mainstem of Oasis Creek including all tributaries and wetlands from the boundary of White River National Forest to the confluence with the Colorado River.",4.527811419,"COLCLC06_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001","Colorado Dept. of Public Health & Environment","21COL001-11145A","W. FORK PARACHUTE CK NEAR MOUTH","River/Stream",14010005,39.5811667,-108.113,NA,27295,35493,"COLCLC11b","COLCLC11b_A","1","Mainstem of the West Fork of Parachute Creek from West Fork Falls to the confluence with Parachute Creek; mainstem of the Middle Fork of Parachute Creek, including all tributaries, from the source to the confluence with East Middle Fork of Parachute Cree",52.40737327,"COLCLC11b_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001","Colorado Dept. of Public Health & Environment","21COL001-11145B","MIDDLE FORK PARACHUTE CK ABV WEST FORK PARACHUTE CK","River/Stream",14010005,39.5805,-108.112,NA,27164,35339,"COLCLC11b","COLCLC11b_A","1","Mainstem of the West Fork of Parachute Creek from West Fork Falls to the confluence with Parachute Creek; mainstem of the Middle Fork of Parachute Creek, including all tributaries, from the source to the confluence with East Middle Fork of Parachute Cree",42.97457503,"COLCLC11b_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001","Colorado Dept. of Public Health & Environment","21COL001-11145B2","MIDDLE FORK PARACHUTE CK BLW DAVIS GULCH","River/Stream",14010005,39.6208333,-108.1058333,6156,28403,36980,"COLCLC11b","COLCLC11b_A","1","Mainstem of the West Fork of Parachute Creek from West Fork Falls to the confluence with Parachute Creek; mainstem of the Middle Fork of Parachute Creek, including all tributaries, from the source to the confluence with East Middle Fork of Parachute Cree",44.27222383,"COLCLC11b_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001","Colorado Dept. of Public Health & Environment","21COL001-11145C","E. FORK PARACHUTE CK NEAR MOUTH","River/Stream",14010005,39.5778333,-108.1066667,NA,27155,35330,"COLCLC11f","COLCLC11f_A","1","Mainstem of the East Fork of Parachute Creek from the west boundary line of S29, T5S, R95W to the confluence with Middle Fork of Parachute Creek.",0.735657378,"COLCLC11f_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001","Colorado Dept. of Public Health & Environment","21COL001-11149B","MAMM CK. @ ANTARA RESOURCES NR GARFIELD COUNTY AIRPORT","River/Stream",14010005,39.5106667,-107.6903333,NA,26224,34249,"COLCLC04a","COLCLC04a_B","5","Mamm Creek",1.66693872,"COLCLC04a_B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001","Colorado Dept. of Public Health & Environment","21COL001-11170","RIFLE CREEK AT RIFLE","River/Stream",14010005,39.53802,-107.7833,5337,26567,34649,"COLCLC10","COLCLC10_A","5","East Rifle Creek from the White River NF boundary to Rifle Gap Reservoir. Rifle Creek from Rifle Gap Reservoir to the Colorado River",0.530858929,"COLCLC10_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001","Colorado Dept. of Public Health & Environment","21COL001-11171","WEST RIFLE CREEK AT RIFLE GAP STATE PARK","River/Stream",14010005,39.64615,-107.78,0,28414,37004,"COLCLC10","COLCLC10_B","5","West Rifle Creek and tributaries",6.543344561,"COLCLC10_B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001","Colorado Dept. of Public Health & Environment","21COL001-11173","EAST RIFLE CREEK AT RIFLE FALLS STATE PARK","River/Stream",14010005,39.67628,-107.6988,6536,28719,37372,"COLCLC10","COLCLC10_A","5","East Rifle Creek from the White River NF boundary to Rifle Gap Reservoir. Rifle Creek from Rifle Gap Reservoir to the Colorado River",15.88556198,"COLCLC10_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001","Colorado Dept. of Public Health & Environment","21COL001-11181","DIVIDE CK NR MOUTH AT 335 RD","River/Stream",14010005,39.54047,-107.62302,0,26532,34612,"COLCLC07b","COLCLC07b_A","1","Mainstem of Divide Creek, including all tributaries and wetlands, from the boundary of the White River National Forest to the confluence with the Colorado River.",17.90789826,"COLCLC07b_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001","Colorado Dept. of Public Health & Environment","21COL001-11181A","GARFIELD CK NR MOUTH AT 335 RD","River/Stream",14010005,39.55187,-107.55842,0,26702,34809,"COLCLC07a","COLCLC07a_A","1","Mainstem of Mitchell, Canyon, Elk, Garfield, Beaver, and Cache Creeks, including all tributaries and wetlands, from the boundary of the White River National Forest to their confluences with the Colorado River. Battlement Creek from the most downstream bo",0.090722104,"COLCLC07a_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001","Colorado Dept. of Public Health & Environment","21COL001-11185","WEST DIVIDE CK. @ GAGE BLW LITTLE MUDDY GULCH","River/Stream",14010005,39.3309482,-107.5801166,6865,24248,31738,"COLCLC07b","COLCLC07b_A","1","Mainstem of Divide Creek, including all tributaries and wetlands, from the boundary of the White River National Forest to the confluence with the Colorado River.",2.789629003,"COLCLC07b_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001","Colorado Dept. of Public Health & Environment","21COL001-11185A","WEST DIVIDE CREEK AT 344 RD.","River/Stream",14010005,39.36747,-107.5928,0,24782,32446,"COLCLC07b","COLCLC07b_A","1","Mainstem of Divide Creek, including all tributaries and wetlands, from the boundary of the White River National Forest to the confluence with the Colorado River.",28.10352686,"COLCLC07b_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001","Colorado Dept. of Public Health & Environment","21COL001-11189","ALKALI CK. @ NEWCASTLE","River/Stream",14010005,39.5625278,-107.5437222,NA,26884,35010,"COLCLC04a","COLCLC04a_C","5","Alkali Creek",30.29425483,"COLCLC04a_C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001","Colorado Dept. of Public Health & Environment","21COL001-11190","ELK CREEK AT MOUTH AT NEWCASTLE","River/Stream",14010005,39.5715,-107.5391,0,27196,35374,"COLCLC07a","COLCLC07a_A","1","Mainstem of Mitchell, Canyon, Elk, Garfield, Beaver, and Cache Creeks, including all tributaries and wetlands, from the boundary of the White River National Forest to their confluences with the Colorado River. Battlement Creek from the most downstream bo",35.70388859,"COLCLC07a_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001","Colorado Dept. of Public Health & Environment","21COL001-11190H","MAIN ELK CK. @ FR 603","River/Stream",14010005,39.6771944,-107.5712778,NA,28751,37410,"COLCLC07a","COLCLC07a_A","1","Mainstem of Mitchell, Canyon, Elk, Garfield, Beaver, and Cache Creeks, including all tributaries and wetlands, from the boundary of the White River National Forest to their confluences with the Colorado River. Battlement Creek from the most downstream bo",42.83655049,"COLCLC07a_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001","Colorado Dept. of Public Health & Environment","21COL001-11191","SOUTH CANYON CREEK AT MOUTH @ 134 RD","River/Stream",14010005,39.56145,-107.40789,0,26825,65278,"COLCLC04c","COLCLC04c_A","5","South Canyon Creek from South Canyon Hot Springs to Colorado River",8.087157972,"COLCLC04c_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001","Colorado Dept. of Public Health & Environment","21COL001-11191B","SOUTH CANYON CK. BLW HOT SPRINGS","River/Stream",14010005,39.552,-107.412,0,26825,65278,"COLCLC04c","COLCLC04c_A","5","South Canyon Creek from South Canyon Hot Springs to Colorado River",12.86374901,"COLCLC04c_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001","Colorado Dept. of Public Health & Environment","21COL001-11191C","SOUTH CANYON HOT SPRINGS","River/Stream",14010005,39.5602,-107.4088,5672,26825,65278,"COLCLC04c","COLCLC04c_A","5","South Canyon Creek from South Canyon Hot Springs to Colorado River",22.44841094,"COLCLC04c_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001","Colorado Dept. of Public Health & Environment","21COL001-11192","CANYON CREEK AT MOUTH NEAR CHACRA @ I-70 EXIT 109","River/Stream",14010005,39.57445,-107.4478,5658,27446,35679,"COLCLC07a","COLCLC07a_A","1","Mainstem of Mitchell, Canyon, Elk, Garfield, Beaver, and Cache Creeks, including all tributaries and wetlands, from the boundary of the White River National Forest to their confluences with the Colorado River. Battlement Creek from the most downstream bo",11.44358299,"COLCLC07a_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001","Colorado Dept. of Public Health & Environment","21COL001-11195","EAST ELK CREEK NORTH OF NEWCASTLE @ GRAY EAGLE RANCH","River/Stream",14010005,39.6425,-107.5327778,6192,28202,36721,"COLCLC07a","COLCLC07a_A","1","Mainstem of Mitchell, Canyon, Elk, Garfield, Beaver, and Cache Creeks, including all tributaries and wetlands, from the boundary of the White River National Forest to their confluences with the Colorado River. Battlement Creek from the most downstream bo",11.67023795,"COLCLC07a_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001","Colorado Dept. of Public Health & Environment","21COL001-11201","ROAN CK NR DEBEQUE AT 44 RD","River/Stream",14010005,39.331017,-108.21808,0,24407,31937,"COLCLC14c","COLCLC14c_C","5","Roan Creek and tributaries including Conn Cr, Logan Wash, Bloat Gulch and Gibler Gulch",4.809582681,"COLCLC14c_C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001","Colorado Dept. of Public Health & Environment","21COL001-11202","ROAN CK. N. OF DEBUQUE AT CTY HWY 222","River/Stream",14010005,39.3658333,-108.2533333,4916,24570,32161,"COLCLC14c","COLCLC14c_C","5","Roan Creek and tributaries including Conn Cr, Logan Wash, Bloat Gulch and Gibler Gulch",3.156764437,"COLCLC14c_C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001","Colorado Dept. of Public Health & Environment","21COL001-11205","ROAN CK. BLW BRUSH CR.","River/Stream",14010005,39.5041667,-108.3913333,NA,26190,34209,"COLCLC14a","COLCLC14a_A","1","Mainstem of Roan Creek including all wetlands and tributaries, from its source to a point immediately above the confluence with Clear Creek, except for the specific listing in segment 14b. Clear Creek, including all tributaries and wetlands, from the sou",36.42439223,"COLCLC14a_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001","Colorado Dept. of Public Health & Environment","21COL001-11210","PARACHUTE CK. N. OF THE TOWN OF PARACHUTE","River/Stream",14010005,39.4702778,-108.0797222,4800,25572,33488,"COLCLC11h","COLCLC11h_A","1","Mainstem of Parachute Creek, including all tributaries and wetlands, from the confluence of the West and East Forks to the confluence with the Colorado River except for specific listings in segment 11g.",61.35048413,"COLCLC11h_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001","Colorado Dept. of Public Health & Environment","21COL001-11221","PARACHUTE CREEK AT PARACHUTE, CO","River/Stream",14010005,39.4502,-108.0543,4649,25572,33488,"COLCLC11h","COLCLC11h_A","1","Mainstem of Parachute Creek, including all tributaries and wetlands, from the confluence of the West and East Forks to the confluence with the Colorado River except for specific listings in segment 11g.",9.789737441,"COLCLC11h_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-000047","COLORADO RIVER AT NEW CASTLE","River/Stream",14010005,39.565833,-107.466667,NA,26979,35120,"COLCLC04a","COLCLC04a_A","5","Tributaries to Colorado River, Roaring Fork to Parachute Creek, except for Mamm Creek and Alkali Creek",250.1862739,"COLCLC04a_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-000148","ROAN CREEK NEAR DE BEQUE","River/Stream",14010005,39.365278,-108.252222,NA,24529,32107,"COLCLC14c","COLCLC14c_C","5","Roan Creek and tributaries including Conn Cr, Logan Wash, Bloat Gulch and Gibler Gulch",58.17995203,"COLCLC14c_C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-11103","COLORADO R. @ CAMEO","River/Stream",14010005,39.1485,-108.31483,NA,22176,28913,"COLCLC02a","COLCLC02a_A","3b","Mainstem of the Colorado River from immediately below the confluence with Rifle Creek to immediately above the confluence of Rapid Creek.",44.87213543,"COLCLC02a_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-11103B","COLORADO R BLW PLATEAU CK AT ISLAND ACRES STATE REC. AREA","River/Stream",14010005,39.166183,-108.304167,NA,22444,29311,"COLCLC02a","COLCLC02a_A","3b","Mainstem of the Colorado River from immediately below the confluence with Rifle Creek to immediately above the confluence of Rapid Creek.",30.07867806,"COLCLC02a_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-11107A","COTTONWOOD CK NEAR RULISON","River/Stream",14010005,39.4725,-107.964667,NA,25578,65229,"COLCLC04a","COLCLC04a_A","5","Tributaries to Colorado River, Roaring Fork to Parachute Creek, except for Mamm Creek and Alkali Creek",14.61121495,"COLCLC04a_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-11119","BEAVER CREEK AT CR 320","River/Stream",14010005,39.505344,-107.855341,NA,25906,65221,"COLCLC04a","COLCLC04a_A","5","Tributaries to Colorado River, Roaring Fork to Parachute Creek, except for Mamm Creek and Alkali Creek",18.23754906,"COLCLC04a_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-11140","PARACHUTE CREEK BLW EAST, MIDDLE, AND WEST FORK CONFLUENCES","River/Stream",14010005,39.56994,-108.1094,NA,27039,35186,"COLCLC11h","COLCLC11h_A","1","Mainstem of Parachute Creek, including all tributaries and wetlands, from the confluence of the West and East Forks to the confluence with the Colorado River except for specific listings in segment 11g.",110.7911967,"COLCLC11h_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-11145b","11145b","River/Stream",14010005,39.62083333,-108.112,NA,27962,36370,"COLCLC11b","COLCLC11b_A","1","Mainstem of the West Fork of Parachute Creek from West Fork Falls to the confluence with Parachute Creek; mainstem of the Middle Fork of Parachute Creek, including all tributaries, from the source to the confluence with East Middle Fork of Parachute Cree",386.6302449,"COLCLC11b_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-11145b2","11145b2","River/Stream",14010005,39.62083333,-108.1058333,NA,28403,36980,"COLCLC11b","COLCLC11b_A","1","Mainstem of the West Fork of Parachute Creek from West Fork Falls to the confluence with Parachute Creek; mainstem of the Middle Fork of Parachute Creek, including all tributaries, from the source to the confluence with East Middle Fork of Parachute Cree",44.26799984,"COLCLC11b_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-11148","DRY CREEK AT CO RD 352 (AIRPORT RD) NEAR RIFLE","River/Stream",14010005,39.519864,-107.730646,NA,26282,34328,"COLCLC04e","COLCLC04e_A","3b","Mainstem of Dry Creek including all tributaries and wetlands from the source to immediately above the Last Chance Ditch.",2.797159618,"COLCLC04e_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-11149B","MAMM CK. @ ANTARA RESOURCES NR GARFIELD COUNTY AIRPORT","River/Stream",14010005,39.510667,-107.690333,NA,26224,34249,"COLCLC04a","COLCLC04a_B","5","Mamm Creek",1.625305961,"COLCLC04a_B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-11149C","MAMM CK AT CR 352 (NEAR GARFIELD COUNTY REGIONAL AIRPORT)","River/Stream",14010005,39.527308,-107.71005,NA,26464,34533,"COLCLC04a","COLCLC04a_B","5","Mamm Creek",10.65723083,"COLCLC04a_B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-11160","DRY HOLLOW CREEK AT ALTA MESA RD NEAR SILT","River/Stream",14010005,39.504365,-107.657765,NA,26150,34161,"COLCLC04d","COLCLC04d_A","3a","The mainstem of Dry Hollow Creek, including all tributaries and wetlands, from the source to the confluence with the Colorado River.",12.69549619,"COLCLC04d_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-11170","RIFLE CREEK AT RIFLE","River/Stream",14010005,39.53802,-107.7833,NA,26567,34649,"COLCLC10","COLCLC10_A","5","East Rifle Creek from the White River NF boundary to Rifle Gap Reservoir. Rifle Creek from Rifle Gap Reservoir to the Colorado River",0.530858929,"COLCLC10_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-11170B","GOVERNMENT CREEK AT HWY13","River/Stream",14010005,39.55222,-107.77902,NA,26932,35063,"COLCLC10","COLCLC10_A","5","East Rifle Creek from the White River NF boundary to Rifle Gap Reservoir. Rifle Creek from Rifle Gap Reservoir to the Colorado River",74.03314651,"COLCLC10_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-11171","WEST RIFLE CREEK AT RIFLE GAP STATE PARK","River/Stream",14010005,39.64615,-107.78,NA,28414,37004,"COLCLC10","COLCLC10_B","5","West Rifle Creek and tributaries",6.543344561,"COLCLC10_B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-11173","EAST RIFLE CREEK AT RIFLE FALLS STATE PARK","River/Stream",14010005,39.67628,-107.6988,NA,28719,37372,"COLCLC10","COLCLC10_A","5","East Rifle Creek from the White River NF boundary to Rifle Gap Reservoir. Rifle Creek from Rifle Gap Reservoir to the Colorado River",15.88556198,"COLCLC10_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-11175","MIDDLE RIFLE CREEK ABOVE WEST RIFLE CREEK","River/Stream",14010005,39.65826,-107.78014,NA,28909,37609,"COLCLC09a","COLCLC09a_A","1","Middle Rifle Creek, including all tributaries and wetlands, from its source to the confluence with West Rifle Creek. East Rifle Creek, including all tributaries and wetlands, from the source to the boundary of the White River National Forest.",1.017913972,"COLCLC09a_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-11187","EAST DIVIDE CREEK AT 313 RD NEAR GAGE","River/Stream",14010005,39.43538,-107.5783,NA,25228,33054,"COLCLC07b","COLCLC07b_A","1","Mainstem of Divide Creek, including all tributaries and wetlands, from the boundary of the White River National Forest to the confluence with the Colorado River.",41.63477314,"COLCLC07b_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-11189","ALKALI CREEK AT APPLE TREE NEAR NEW CASTLE, COLORADO","River/Stream",14010005,39.560649,-107.54011,NA,26884,35010,"COLCLC04a","COLCLC04a_C","5","Alkali Creek",18.36262718,"COLCLC04a_C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-11190A","MAIN ELK CREEK AT FR 243","River/Stream",14010005,39.65779,-107.56525,NA,28477,37084,"COLCLC07a","COLCLC07a_A","1","Mainstem of Mitchell, Canyon, Elk, Garfield, Beaver, and Cache Creeks, including all tributaries and wetlands, from the boundary of the White River National Forest to their confluences with the Colorado River. Battlement Creek from the most downstream bo",31.26485853,"COLCLC07a_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-11191","SOUTH CANYON CREEK AT MOUTH @ 134 RD","River/Stream",14010005,39.56145,-107.40789,NA,26825,65278,"COLCLC04c","COLCLC04c_A","5","South Canyon Creek from South Canyon Hot Springs to Colorado River",8.087157972,"COLCLC04c_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-11191A","SOUTH CANYON CREEK ABOVE HWY 134","River/Stream",14010005,39.549552,-107.413825,NA,26667,34767,"COLCLC04a","COLCLC04a_D","5","South Canyon Creek sections above hot springs",2.369210962,"COLCLC04a_D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","21COL001_WQX-11191C","SOUTH CANYON HOT SPRINGS","River/Stream",14010005,39.5602,-107.4088,NA,26825,65278,"COLCLC04c","COLCLC04c_A","5","South Canyon Creek from South Canyon Hot Springs to Colorado River",22.44841094,"COLCLC04c_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
