OrganizationID,OrganizationName,MonitoringLocationID,MonitoringLocationName,MonitoringLocationType,HUC8,Latitude,Longitude,VerticalMe,OBJECTID,SGEOID,WBID,AUID,Cat,PortionDes,distance,SegmentID
USGS-CO,USGS Colorado Water Science Center,USGS-391507107550601,"SALT CREEK NEAR COLLBRAN, CO",Stream,14010005,39.2519233,-107.9189568,NA,23245,30433,COLCLC15a,COLCLC15a_A,5,"Mainstem of Plateau Creek from its source to the inlet of Vega Reservoir. All tributaries and wetlands to Plateau Creek from its source to a point immediately above the confluence with Buzzard Creek. Kimball Creek, Grove Creek, Big Creek, Cottonwood Cree",26.14912159,COLCLC15a_A
USGS-CO,USGS Colorado Water Science Center,USGS-391513107551801,"PLATEAU CR ABV SALT CK AT RD 60.5 NR COLLBRAN, CO",Stream,14010005,39.2536111,-107.9217139,6305,23356,30565,COLCLC15c,COLCLC15c_A,5,Mainstem of Plateau Creek from the outlet of Vega Reservoir to a point immediately below the confluence with Buzzard Creek.,15.14520413,COLCLC15c_A
USGS-CO,USGS Colorado Water Science Center,USGS-391607108153500,"SULPHUR GULCH AT MOUTH, NR DEBEQUE, CO",Stream,14010005,39.2685905,-108.2603612,4860,23528,30783,COLCLC13a,COLCLC13a_B,3b,Sulphur Gulch and tributaries,57.45558513,COLCLC13a_B
USGS-CO,USGS Colorado Water Science Center,USGS-391610107482201,"BUZZARD CK AT HWY 330 AT HEIBERGER NR COLLBRAN, CO",Stream,14010005,39.2694917,-107.8062167,7065,23472,30702,COLCLC15d,COLCLC15d_A,3a,Mainstem of Buzzard Creek from the Grand Mesa National Forest boundary to its confluence with Plateau Creek.,17.47029054,COLCLC15d_A
USGS-CO,USGS Colorado Water Science Center,USGS-391741108131801,"UNNAMED CO R. TRIB NR T-ROAD NR DEBEQUE, CO",Stream,14010005,39.2947222,-108.2217778,4895,23696,31005,COLCLC13a,COLCLC13a_A,1,Tributaries to the Colorado River from below the confluence of Roan Creek to Colorado/Utah border except for Sulphur Gulch and tributaries,168.3477534,COLCLC13a_A
USGS-CO,USGS Colorado Water Science Center,USGS-391810108135001,SECONDARY CHANNEL OF THE COLORADO RIVER NR DEBEQUE,Stream,14010005,39.3027778,-108.2306389,4890,23860,31245,COLCLC02a,COLCLC02a_A,3b,Mainstem of the Colorado River from immediately below the confluence with Rifle Creek to immediately above the confluence of Rapid Creek.,224.8222941,COLCLC02a_A
USGS-CO,USGS Colorado Water Science Center,USGS-391821108125101,"UNNAMED CO R. TRIB NR 45-ROAD NR DEBEQUE, CO",Stream,14010005,39.306,-108.21425,4911,23943,65263,COLCLC12b,COLCLC12b_A,3a,"All tributaries and wetlands to the Colorado River from a point immediately below the confluence of Parachute Creek to a point immediately below the confluence with Roan Creek, except for the specific listings in segments 14a, 14b and 14c.",875.6857337,COLCLC12b_A
USGS-CO,USGS Colorado Water Science Center,USGS-391827108130101,"UNNAMED CO R. TRIB NR I70 NR DEBEQUE, CO",Stream,14010005,39.3075556,-108.2170278,4900,23943,65263,COLCLC12b,COLCLC12b_A,3a,"All tributaries and wetlands to the Colorado River from a point immediately below the confluence of Parachute Creek to a point immediately below the confluence with Roan Creek, except for the specific listings in segments 14a, 14b and 14c.",614.0155343,COLCLC12b_A
USGS-CO,USGS Colorado Water Science Center,USGS-391900108125101,"LITTLE HORSETHIEF CREEK NR DEBEQUE, CO",Stream,14010005,39.3166944,-108.2143889,4920,23943,65263,COLCLC12b,COLCLC12b_A,3a,"All tributaries and wetlands to the Colorado River from a point immediately below the confluence of Parachute Creek to a point immediately below the confluence with Roan Creek, except for the specific listings in segments 14a, 14b and 14c.",301.3004495,COLCLC12b_A
USGS-CO,USGS Colorado Water Science Center,USGS-391944108130201,"ROAN CREEK AT MOUTH NR DEBEQUE, CO",Stream,14010005,39.329,-108.2173889,4910,24407,31937,COLCLC14c,COLCLC14c_C,5,"Roan Creek and tributaries including Conn Cr, Logan Wash, Bloat Gulch and Gibler Gulch",19.94328045,COLCLC14c_C
USGS-CO,USGS Colorado Water Science Center,USGS-392555107403001,EAST MAMM CREEK NR HIGHLINE DITCH,Stream,14010005,39.432,-107.6750833,6240,25497,33403,COLCLC04a,COLCLC04a_B,5,Mamm Creek,9.02358393,COLCLC04a_B
USGS-CO,USGS Colorado Water Science Center,USGS-392555107405401,UNNAMED TRIBUTARY TO E. MAMM CR NR HIGHLINE DITCH,Stream,14010005,39.432,-107.6818611,6290,25497,33403,COLCLC04a,COLCLC04a_B,5,Mamm Creek,501.1068018,COLCLC04a_B
USGS-CO,USGS Colorado Water Science Center,USGS-392715107393601,UPPER DRY HOLLOW CREEK NR HIGHLINE DITCH,Stream,14010005,39.4541667,-107.6601944,6105,25527,33438,COLCLC04d,COLCLC04d_A,3a,"The mainstem of Dry Hollow Creek, including all tributaries and wetlands, from the source to the confluence with the Colorado River.",5.451170195,COLCLC04d_A
USGS-CO,USGS Colorado Water Science Center,USGS-392752107392601,UPPER DRY HOLLOW CREEK NR MULTA TRINA DITCH,Stream,14010005,39.4645556,-107.6572778,6015,25527,33438,COLCLC04d,COLCLC04d_A,3a,"The mainstem of Dry Hollow Creek, including all tributaries and wetlands, from the source to the confluence with the Colorado River.",16.57114005,COLCLC04d_A
USGS-CO,USGS Colorado Water Science Center,USGS-392805107411501,"WEST MAMM CREEK NR HUNTER MESA NR SILT, CO",Stream,14010005,39.4681944,-107.6875833,5820,25496,33402,COLCLC04a,COLCLC04a_B,5,Mamm Creek,15.31975425,COLCLC04a_B
USGS-CO,USGS Colorado Water Science Center,USGS-392921107390801,"UPPER DRY HOLLOW CREEK NR DRY HOLLOW, CO",Stream,14010005,39.4892222,-107.6523889,5740,26150,34161,COLCLC04d,COLCLC04d_A,3a,"The mainstem of Dry Hollow Creek, including all tributaries and wetlands, from the source to the confluence with the Colorado River.",251.7339559,COLCLC04d_A
USGS-CO,USGS Colorado Water Science Center,USGS-392930107391001,"UPPER DRY HOLLOW CREEK NEAR RIFLE, CO",Stream,14010005,39.4918333,-107.6529722,5730,26150,34161,COLCLC04d,COLCLC04d_A,3a,"The mainstem of Dry Hollow Creek, including all tributaries and wetlands, from the source to the confluence with the Colorado River.",9.946117297,COLCLC04d_A
USGS-CO,USGS Colorado Water Science Center,USGS-392953107392801,"TRIBUTARY TO DRY HOLLOW CREEK NR DRY HOLLOW, CO",Stream,14010005,39.4982778,-107.6579444,5685,26150,34161,COLCLC04d,COLCLC04d_A,3a,"The mainstem of Dry Hollow Creek, including all tributaries and wetlands, from the source to the confluence with the Colorado River.",66.45170405,COLCLC04d_A
USGS-CO,USGS Colorado Water Science Center,USGS-393136107423401,"MAMM CREEK E OF GARFIELD CNTY AIRPORT NR RIFLE, CO",Stream,14010005,39.5266944,-107.7095,5425,26464,34533,COLCLC04a,COLCLC04a_B,5,Mamm Creek,1.999627583,COLCLC04a_B
USGS-CO,USGS Colorado Water Science Center,USGS-393143107465200,"COLORADO RIVER NEAR RIFLE, CO",Stream,14010005,39.5285912,-107.7817308,5280,26341,34400,COLCLC01,COLCLC01_A,5,Colorado River from Paradise Creek to below the confluence with Rifle Creek,80.22271755,COLCLC01_A
USGS-CO,USGS Colorado Water Science Center,USGS-393203107392901,"DRY HOLLOW CREEK AT~MOUTH NR SILT, CO",Stream,14010005,39.5342778,-107.6581389,5450,26461,34530,COLCLC04d,COLCLC04d_A,3a,"The mainstem of Dry Hollow Creek, including all tributaries and wetlands, from the source to the confluence with the Colorado River.",12.06956223,COLCLC04d_A
USGS-CO,USGS Colorado Water Science Center,USGS-393207107384901,UNNAMED TRIBUTARY AT DRY HOLLOW RD NR SILT,Stream,14010005,39.5353333,-107.6469722,5470,26496,34573,COLCLC01,COLCLC01_A,5,Colorado River from Paradise Creek to below the confluence with Rifle Creek,319.2850615,COLCLC01_A
USGS-CO,USGS Colorado Water Science Center,USGS-393225107372001,"DIVIDE CREEK @ DIVIDE CREEK RD NR SILT, CO",Stream,14010005,39.5404444,-107.6222778,5470,26532,34612,COLCLC07b,COLCLC07b_A,1,"Mainstem of Divide Creek, including all tributaries and wetlands, from the boundary of the White River National Forest to the confluence with the Colorado River.",27.92379382,COLCLC07b_A
USGS-CO,USGS Colorado Water Science Center,USGS-393237107391501,"STREAM DRAINING SOUTH OF SILT, CO NR CO RIVER",Stream,14010005,39.5437778,-107.6543611,5425,26515,34592,COLCLC04a,COLCLC04a_A,5,"Tributaries to Colorado River, Roaring Fork to Parachute Creek, except for Mamm Creek and Alkali Creek",212.021605,COLCLC04a_A
USGS-CO,USGS Colorado Water Science Center,USGS-393238107432901,"UNNAMED CO R. TRIB NR US HWY 6 NR SILT, CO",Stream,14010005,39.5440278,-107.7248056,5390,26499,34576,COLCLC01,COLCLC01_A,5,Colorado River from Paradise Creek to below the confluence with Rifle Creek,427.9273005,COLCLC01_A
USGS-CO,USGS Colorado Water Science Center,USGS-393240107383601,UNNAMED CO R. TRIB E. OF 16 ST UNDERPASS AT SILT,Stream,14010005,39.5444444,-107.6433889,5420,26511,34588,COLCLC04a,COLCLC04a_A,5,"Tributaries to Colorado River, Roaring Fork to Parachute Creek, except for Mamm Creek and Alkali Creek",352.1676396,COLCLC04a_A
USGS-CO,USGS Colorado Water Science Center,USGS-393248107394601,"UNNAMED CO R. TRIB AT 1 ST AT SILT,CO",Stream,14010005,39.5465278,-107.6626667,5460,27119,35286,COLCLC04a,COLCLC04a_A,5,"Tributaries to Colorado River, Roaring Fork to Parachute Creek, except for Mamm Creek and Alkali Creek",30.36006583,COLCLC04a_A
USGS-CO,USGS Colorado Water Science Center,USGS-393248107402001,"STREAM DRAINING IRRIG AREA WEST OF SILT, CO",Stream,14010005,39.5467222,-107.6722222,5435,26989,35131,COLCLC04a,COLCLC04a_A,5,"Tributaries to Colorado River, Roaring Fork to Parachute Creek, except for Mamm Creek and Alkali Creek",30.87678927,COLCLC04a_A
USGS-CO,USGS Colorado Water Science Center,USGS-393249107421801,"UNAMED CO R. TRIB SOUTH OF US HWY 6 NR SILT, CO",Stream,14010005,39.547,-107.7050278,5400,26594,34684,COLCLC01,COLCLC01_A,5,Colorado River from Paradise Creek to below the confluence with Rifle Creek,161.3659297,COLCLC01_A
USGS-CO,USGS Colorado Water Science Center,USGS-393253107410201,"UNNAMED CO R. TRIB NR US HIGHWAY 6 NR SILT, CO",Stream,14010005,39.5480556,-107.6838056,5435,26595,34685,COLCLC04a,COLCLC04a_A,5,"Tributaries to Colorado River, Roaring Fork to Parachute Creek, except for Mamm Creek and Alkali Creek",276.4536735,COLCLC04a_A
USGS-CO,USGS Colorado Water Science Center,USGS-393253107410401,UNNAMED CO R. TRIB NR LWR CACTUS VALLEY CANAL,Stream,14010005,39.5480833,-107.6845556,5440,26595,34685,COLCLC04a,COLCLC04a_A,5,"Tributaries to Colorado River, Roaring Fork to Parachute Creek, except for Mamm Creek and Alkali Creek",305.9119551,COLCLC04a_A
USGS-CO,USGS Colorado Water Science Center,USGS-393254107415101,"UNNAMED CO R. TRIB AT CNTY RD 227 NR SILT,CO",Stream,14010005,39.5482778,-107.6976111,5420,27045,35193,COLCLC04a,COLCLC04a_A,5,"Tributaries to Colorado River, Roaring Fork to Parachute Creek, except for Mamm Creek and Alkali Creek",12.02149753,COLCLC04a_A
USGS-CO,USGS Colorado Water Science Center,USGS-393307107354401,"UNNAMED CO R. TRIB AT US HWY 6 NR NEW CASTLE, CO",Stream,14010005,39.5519722,-107.5955278,5510,26717,34824,COLCLC04a,COLCLC04a_A,5,"Tributaries to Colorado River, Roaring Fork to Parachute Creek, except for Mamm Creek and Alkali Creek",417.6620386,COLCLC04a_A
USGS-CO,USGS Colorado Water Science Center,USGS-393312107384601,UNNAMED CO R. TRIBUTARY ABV WARE AND HINDS CANAL,Stream,14010005,39.5532778,-107.6460833,5540,27496,35745,COLCLC04a,COLCLC04a_A,5,"Tributaries to Colorado River, Roaring Fork to Parachute Creek, except for Mamm Creek and Alkali Creek",9.199574647,COLCLC04a_A
USGS-CO,USGS Colorado Water Science Center,USGS-393326107434501,UNNAMED CO R. TRIB AT COUNTY RD 223 NR SILT,Stream,14010005,39.5572222,-107.7294167,5470,26943,35080,COLCLC04a,COLCLC04a_A,5,"Tributaries to Colorado River, Roaring Fork to Parachute Creek, except for Mamm Creek and Alkali Creek",8.021359539,COLCLC04a_A
USGS-CO,USGS Colorado Water Science Center,USGS-393339107221600,"COLORADO R ABV I-70 MUDSLIDE NR GLENWOOD SPGS, CO",Stream,14010005,39.560815,-107.3717207,5680,26812,34930,COLCLC01,COLCLC01_B,5,Colorado River from Roaring Fork to Paradise Creek,24.06044975,COLCLC01_B
USGS-CO,USGS Colorado Water Science Center,USGS-393350107383201,"UNNAMED CO R. TRIB AT CNTY RD 214 NR SILT, CO",Stream,14010005,39.5640278,-107.6422778,5720,27496,35745,COLCLC04a,COLCLC04a_A,5,"Tributaries to Colorado River, Roaring Fork to Parachute Creek, except for Mamm Creek and Alkali Creek",9.057092946,COLCLC04a_A
USGS-CO,USGS Colorado Water Science Center,USGS-393350107392401,"UNNAMED CO R. TRIB AT SILT MESA RD NR SILT, CO",Stream,14010005,39.5639444,-107.6567778,5640,27119,35286,COLCLC04a,COLCLC04a_A,5,"Tributaries to Colorado River, Roaring Fork to Parachute Creek, except for Mamm Creek and Alkali Creek",6.112591062,COLCLC04a_A
USGS-CO,USGS Colorado Water Science Center,USGS-393350107424101,"UNNAMED CO R. TRIB NR CNTY RD 259 NR SILT, CO",Stream,14010005,39.564,-107.7114722,5540,27729,36063,COLCLC04a,COLCLC04a_A,5,"Tributaries to Colorado River, Roaring Fork to Parachute Creek, except for Mamm Creek and Alkali Creek",0.408110515,COLCLC04a_A
USGS-CO,USGS Colorado Water Science Center,USGS-393351107400601,"UNNAMED CO R. TRIB AT CNTY RD 233 NR SILT,CO",Stream,14010005,39.5641111,-107.6683333,5620,26989,35131,COLCLC04a,COLCLC04a_A,5,"Tributaries to Colorado River, Roaring Fork to Parachute Creek, except for Mamm Creek and Alkali Creek",1.959808524,COLCLC04a_A
USGS-CO,USGS Colorado Water Science Center,USGS-393351107423501,"UNNAMED CO R. TRIB NR ANTLERS LN NR SILT, CO",Stream,14010005,39.5640556,-107.7098056,5540,27570,35835,COLCLC04a,COLCLC04a_A,5,"Tributaries to Colorado River, Roaring Fork to Parachute Creek, except for Mamm Creek and Alkali Creek",27.92146277,COLCLC04a_A
USGS-CO,USGS Colorado Water Science Center,USGS-393406107392401,"UNNAMED CO R. TRIB AT CNTY RD 261 NR SILT, CO",Stream,14010005,39.5684722,-107.6569167,5700,27119,35286,COLCLC04a,COLCLC04a_A,5,"Tributaries to Colorado River, Roaring Fork to Parachute Creek, except for Mamm Creek and Alkali Creek",73.82626506,COLCLC04a_A
USGS-CO,USGS Colorado Water Science Center,USGS-393419107425001,"UNNAMED STREAM @ CNTY RD 259 NR SILT, CO",Stream,14010005,39.5721389,-107.7139167,5600,27729,36063,COLCLC04a,COLCLC04a_A,5,"Tributaries to Colorado River, Roaring Fork to Parachute Creek, except for Mamm Creek and Alkali Creek",51.33157344,COLCLC04a_A
USGS-CO,USGS Colorado Water Science Center,USGS-393419107435701,"UNNAMED CO R. TRIB NR FARMERS DITCH NR SILT, CO",Stream,14010005,39.5720833,-107.7325,5570,26943,35080,COLCLC04a,COLCLC04a_A,5,"Tributaries to Colorado River, Roaring Fork to Parachute Creek, except for Mamm Creek and Alkali Creek",287.508044,COLCLC04a_A
USGS-CO,USGS Colorado Water Science Center,USGS-393422107402301,"UNNAMED CO R. TRIB AT CNTY RD 237 NR SILT, CO",Stream,14010005,39.5728889,-107.6731667,5730,27648,35943,COLCLC04a,COLCLC04a_A,5,"Tributaries to Colorado River, Roaring Fork to Parachute Creek, except for Mamm Creek and Alkali Creek",4.424010946,COLCLC04a_A
USGS-CO,USGS Colorado Water Science Center,USGS-393424107265600,COLORADO R BLW I-70 MUDSLIDE NEAR GLENWOOD SPGS CO,Stream,14010005,39.5733145,-107.4494985,NA,27008,35153,COLCLC01,COLCLC01_A,5,Colorado River from Paradise Creek to below the confluence with Rifle Creek,47.40369677,COLCLC01_A
USGS-CO,USGS Colorado Water Science Center,USGS-393457107400601,"UNNAMED CO R. TRIB AT BENDETTI RD NR SILT, CO",Stream,14010005,39.5824722,-107.6684167,5860,27595,35868,COLCLC04a,COLCLC04a_A,5,"Tributaries to Colorado River, Roaring Fork to Parachute Creek, except for Mamm Creek and Alkali Creek",1.322817056,COLCLC04a_A
USGS-CO,USGS Colorado Water Science Center,USGS-393534107394901,UNNAMED CO R. TRIB NR CNTY RD 237 AT HARVEY GAP,Stream,14010005,39.5926944,-107.6636111,6040,27595,35868,COLCLC04a,COLCLC04a_A,5,"Tributaries to Colorado River, Roaring Fork to Parachute Creek, except for Mamm Creek and Alkali Creek",9.209940411,COLCLC04a_A
21COL001,Colorado Dept. of Public Health & Environment,21COL001-000047,COLORADO RIVER AT NEW CASTLE,River/Stream,14010005,39.5658333,-107.4666667,NA,26979,35120,COLCLC01,COLCLC01_A,5,Colorado River from Paradise Creek to below the confluence with Rifle Creek,49.03486105,COLCLC01_A
21COL001,Colorado Dept. of Public Health & Environment,21COL001-000048,COLORADO RIVER NEAR CAMEO,River/Stream,14010005,39.1666667,-108.2833333,NA,22542,29439,COLCLC02a,COLCLC02a_A,3b,Mainstem of the Colorado River from immediately below the confluence with Rifle Creek to immediately above the confluence of Rapid Creek.,1226.794824,COLCLC02a_A
21COL001,Colorado Dept. of Public Health & Environment,21COL001-000147,COLORADO RIVER AT RULISON,River/Stream,14010005,39.4944444,-107.9386111,NA,25771,33737,COLCLC02a,COLCLC02a_A,3b,Mainstem of the Colorado River from immediately below the confluence with Rifle Creek to immediately above the confluence of Rapid Creek.,12.31051007,COLCLC02a_A
21COL001,Colorado Dept. of Public Health & Environment,21COL001-000148,ROAN CREEK NEAR DE BEQUE,River/Stream,14010005,39.3652778,-108.2522222,NA,24529,32107,COLCLC14c,COLCLC14c_C,5,"Roan Creek and tributaries including Conn Cr, Logan Wash, Bloat Gulch and Gibler Gulch",58.15798309,COLCLC14c_C
21COL001,Colorado Dept. of Public Health & Environment,21COL001-11103,COLORADO R. @ CAMEO,River/Stream,14010005,39.1485,-108.31483,NA,22176,28913,COLCLC02a,COLCLC02a_A,3b,Mainstem of the Colorado River from immediately below the confluence with Rifle Creek to immediately above the confluence of Rapid Creek.,44.87213543,COLCLC02a_A
21COL001,Colorado Dept. of Public Health & Environment,21COL001-11103B,COLORADO R BLW PLATEAU CK AT ISLAND ACRES STATE REC. AREA,River/Stream,14010005,39.1661833,-108.3041666,0,22444,29311,COLCLC02a,COLCLC02a_A,3b,Mainstem of the Colorado River from immediately below the confluence with Rifle Creek to immediately above the confluence of Rapid Creek.,30.10864455,COLCLC02a_A
21COL001,Colorado Dept. of Public Health & Environment,21COL001-11105,COLORADO R. ABV PLATEAU CR.,River/Stream,14010005,39.1835,-108.2810556,4770,22543,29440,COLCLC02a,COLCLC02a_A,3b,Mainstem of the Colorado River from immediately below the confluence with Rifle Creek to immediately above the confluence of Rapid Creek.,13.68648174,COLCLC02a_A
21COL001,Colorado Dept. of Public Health & Environment,21COL001-11107A,COTTONWOOD CK NEAR RULISON,River/Stream,14010005,39.4725,-107.9646667,5396,25578,65229,COLCLC04a,COLCLC04a_A,5,"Tributaries to Colorado River, Roaring Fork to Parachute Creek, except for Mamm Creek and Alkali Creek",14.59297431,COLCLC04a_A
21COL001,Colorado Dept. of Public Health & Environment,21COL001-11109A,OASIS CK ABV DIVERSION @ 600 HIGHLANDS RD.,River/Stream,14010005,39.5667833,-107.3365667,NA,27375,35591,COLCLC06,COLCLC06_A,1,Mainstem of Oasis Creek including all tributaries and wetlands from the boundary of White River National Forest to the confluence with the Colorado River.,4.527811419,COLCLC06_A
21COL001,Colorado Dept. of Public Health & Environment,21COL001-11136,COAL CANYON CREEK AT 1.90 ROAD,River/Stream,14010005,39.15195,-108.322,0,22244,29030,COLCLC13a,COLCLC13a_A,1,Tributaries to the Colorado River from below the confluence of Roan Creek to Colorado/Utah border except for Sulphur Gulch and tributaries,47.18255199,COLCLC13a_A
21COL001,Colorado Dept. of Public Health & Environment,21COL001-11145A,W. FORK PARACHUTE CK NEAR MOUTH,River/Stream,14010005,39.5811667,-108.113,NA,27295,35493,COLCLC11b,COLCLC11b_A,1,"Mainstem of the West Fork of Parachute Creek from West Fork Falls to the confluence with Parachute Creek; mainstem of the Middle Fork of Parachute Creek, including all tributaries, from the source to the confluence with East Middle Fork of Parachute Cree",52.40737327,COLCLC11b_A
21COL001,Colorado Dept. of Public Health & Environment,21COL001-11145B,MIDDLE FORK PARACHUTE CK ABV WEST FORK PARACHUTE CK,River/Stream,14010005,39.5805,-108.112,NA,27164,35339,COLCLC11b,COLCLC11b_A,1,"Mainstem of the West Fork of Parachute Creek from West Fork Falls to the confluence with Parachute Creek; mainstem of the Middle Fork of Parachute Creek, including all tributaries, from the source to the confluence with East Middle Fork of Parachute Cree",42.97457503,COLCLC11b_A
21COL001,Colorado Dept. of Public Health & Environment,21COL001-11145B2,MIDDLE FORK PARACHUTE CK BLW DAVIS GULCH,River/Stream,14010005,39.6208333,-108.1058333,6156,28403,36980,COLCLC11b,COLCLC11b_A,1,"Mainstem of the West Fork of Parachute Creek from West Fork Falls to the confluence with Parachute Creek; mainstem of the Middle Fork of Parachute Creek, including all tributaries, from the source to the confluence with East Middle Fork of Parachute Cree",44.27222383,COLCLC11b_A
21COL001,Colorado Dept. of Public Health & Environment,21COL001-11145C,E. FORK PARACHUTE CK NEAR MOUTH,River/Stream,14010005,39.5778333,-108.1066667,NA,27155,35330,COLCLC11f,COLCLC11f_A,1,"Mainstem of the East Fork of Parachute Creek from the west boundary line of S29, T5S, R95W to the confluence with Middle Fork of Parachute Creek.",0.735657378,COLCLC11f_A
21COL001,Colorado Dept. of Public Health & Environment,21COL001-11149B,MAMM CK. @ ANTARA RESOURCES NR GARFIELD COUNTY AIRPORT,River/Stream,14010005,39.5106667,-107.6903333,NA,26224,34249,COLCLC04a,COLCLC04a_B,5,Mamm Creek,1.66693872,COLCLC04a_B
21COL001,Colorado Dept. of Public Health & Environment,21COL001-11151,RAPID CREEK NEAR MOUTH NORTH OF PALISADE,River/Stream,14010005,39.13148,-108.3208,0,22014,28647,COLCLC17b,COLCLC17b_A,1,"Rapid Creek, including all tributaries and wetlands, from a point immediately below the confluence with Cottonwood Creek to the confluence with the Colorado River.",0.499565083,COLCLC17b_A
21COL001,Colorado Dept. of Public Health & Environment,21COL001-11170,RIFLE CREEK AT RIFLE,River/Stream,14010005,39.53802,-107.7833,5337,26567,34649,COLCLC10,COLCLC10_A,5,East Rifle Creek from the White River NF boundary to Rifle Gap Reservoir. Rifle Creek from Rifle Gap Reservoir to the Colorado River,0.530858929,COLCLC10_A
21COL001,Colorado Dept. of Public Health & Environment,21COL001-11171,WEST RIFLE CREEK AT RIFLE GAP STATE PARK,River/Stream,14010005,39.64615,-107.78,0,28414,37004,COLCLC10,COLCLC10_B,5,West Rifle Creek and tributaries,6.543344561,COLCLC10_B
21COL001,Colorado Dept. of Public Health & Environment,21COL001-11173,EAST RIFLE CREEK AT RIFLE FALLS STATE PARK,River/Stream,14010005,39.67628,-107.6988,6536,28719,37372,COLCLC10,COLCLC10_A,5,East Rifle Creek from the White River NF boundary to Rifle Gap Reservoir. Rifle Creek from Rifle Gap Reservoir to the Colorado River,15.88556198,COLCLC10_A
21COL001,Colorado Dept. of Public Health & Environment,21COL001-11181,DIVIDE CK NR MOUTH AT 335 RD,River/Stream,14010005,39.54047,-107.62302,0,26532,34612,COLCLC07b,COLCLC07b_A,1,"Mainstem of Divide Creek, including all tributaries and wetlands, from the boundary of the White River National Forest to the confluence with the Colorado River.",17.90789826,COLCLC07b_A
21COL001,Colorado Dept. of Public Health & Environment,21COL001-11181A,GARFIELD CK NR MOUTH AT 335 RD,River/Stream,14010005,39.55187,-107.55842,0,26702,34809,COLCLC07a,COLCLC07a_A,1,"Mainstem of Mitchell, Canyon, Elk, Garfield, Beaver, and Cache Creeks, including all tributaries and wetlands, from the boundary of the White River National Forest to their confluences with the Colorado River. Battlement Creek from the most downstream bo",0.090722104,COLCLC07a_A
21COL001,Colorado Dept. of Public Health & Environment,21COL001-11185,WEST DIVIDE CK. @ GAGE BLW LITTLE MUDDY GULCH,River/Stream,14010005,39.3309482,-107.5801166,6865,24248,31738,COLCLC07b,COLCLC07b_A,1,"Mainstem of Divide Creek, including all tributaries and wetlands, from the boundary of the White River National Forest to the confluence with the Colorado River.",2.789629003,COLCLC07b_A
21COL001,Colorado Dept. of Public Health & Environment,21COL001-11185A,WEST DIVIDE CREEK AT 344 RD.,River/Stream,14010005,39.36747,-107.5928,0,24782,32446,COLCLC07b,COLCLC07b_A,1,"Mainstem of Divide Creek, including all tributaries and wetlands, from the boundary of the White River National Forest to the confluence with the Colorado River.",28.10352686,COLCLC07b_A
21COL001,Colorado Dept. of Public Health & Environment,21COL001-11189,ALKALI CK. @ NEWCASTLE,River/Stream,14010005,39.5625278,-107.5437222,NA,26884,35010,COLCLC04a,COLCLC04a_C,5,Alkali Creek,30.29425483,COLCLC04a_C
21COL001,Colorado Dept. of Public Health & Environment,21COL001-11190,ELK CREEK AT MOUTH AT NEWCASTLE,River/Stream,14010005,39.5715,-107.5391,0,27196,35374,COLCLC07a,COLCLC07a_A,1,"Mainstem of Mitchell, Canyon, Elk, Garfield, Beaver, and Cache Creeks, including all tributaries and wetlands, from the boundary of the White River National Forest to their confluences with the Colorado River. Battlement Creek from the most downstream bo",35.70388859,COLCLC07a_A
21COL001,Colorado Dept. of Public Health & Environment,21COL001-11190H,MAIN ELK CK. @ FR 603,River/Stream,14010005,39.6771944,-107.5712778,NA,28751,37410,COLCLC07a,COLCLC07a_A,1,"Mainstem of Mitchell, Canyon, Elk, Garfield, Beaver, and Cache Creeks, including all tributaries and wetlands, from the boundary of the White River National Forest to their confluences with the Colorado River. Battlement Creek from the most downstream bo",42.83655049,COLCLC07a_A
21COL001,Colorado Dept. of Public Health & Environment,21COL001-11191,SOUTH CANYON CREEK AT MOUTH @ 134 RD,River/Stream,14010005,39.56145,-107.40789,0,26825,65278,COLCLC04c,COLCLC04c_A,5,South Canyon Creek from South Canyon Hot Springs to Colorado River,8.087157972,COLCLC04c_A
21COL001,Colorado Dept. of Public Health & Environment,21COL001-11191B,SOUTH CANYON CK. BLW HOT SPRINGS,River/Stream,14010005,39.552,-107.412,0,26825,65278,COLCLC04c,COLCLC04c_A,5,South Canyon Creek from South Canyon Hot Springs to Colorado River,12.86374901,COLCLC04c_A
21COL001,Colorado Dept. of Public Health & Environment,21COL001-11191C,SOUTH CANYON HOT SPRINGS,River/Stream,14010005,39.5602,-107.4088,5672,26825,65278,COLCLC04c,COLCLC04c_A,5,South Canyon Creek from South Canyon Hot Springs to Colorado River,22.44841094,COLCLC04c_A
21COL001,Colorado Dept. of Public Health & Environment,21COL001-11192,CANYON CREEK AT MOUTH NEAR CHACRA @ I-70 EXIT 109,River/Stream,14010005,39.57445,-107.4478,5658,27446,35679,COLCLC07a,COLCLC07a_A,1,"Mainstem of Mitchell, Canyon, Elk, Garfield, Beaver, and Cache Creeks, including all tributaries and wetlands, from the boundary of the White River National Forest to their confluences with the Colorado River. Battlement Creek from the most downstream bo",11.44358299,COLCLC07a_A
