Organization,OrganizationName,MonitoringLocationID,MonitoringLocationName,WBID,AUID,join_Cycle,join_Ag,join_AQLif,join_Rec,join_WS,join_AQLti,join_RecTi,join_Cat,PortionDes,join_ImpAn,distance
USGS-CO,USGS Colorado Water Science Center,USGS-393930106382001,SQUAW CREEK,COUCEA10a,COUCEA10a_A,2018,F,F,F,I,C1,E,3b,"All tributaries to the Eagle River, including all wetlands, from a point immediately below the confluence with Lake Creek to the confluence with the Colorado River, except for specific listings in Segments 10b, 11 and 12, and those waters included in Seg",,0.001239226
USGS-CO,USGS Colorado Water Science Center,USGS-393937106485400,"EAGLE RIVER AT HWY 6 BRIDGE ABOVE EAGLE, CO.",COUCEA09c,COUCEA09c_A,2018,F,F,F,N,C1,E,5,Mainstem of the Eagle River from a point immediately below the confluence with Rube Creek to the confluence with the Colorado River.,"5,As-T",5.57788E-05
USGS-CO,USGS Colorado Water Science Center,USGS-394129106393300,EAGLE RIVER AT EAGLE SPGS. GOLF COURSE NR WOLCOTT,COUCEA09b,COUCEA09b_B,2018,F,F,F,I,C1,E,3b,Eagle River from Squaw Creek to Ute Creek,"3b,As-T",5.64635E-05
USGS-CO,USGS Colorado Water Science Center,USGS-394220106431500,"EAGLE RIVER BELOW MILK CREEK NEAR WOLCOTT, CO",COUCEA09c,COUCEA09c_A,2018,F,F,F,N,C1,E,5,Mainstem of the Eagle River from a point immediately below the confluence with Rube Creek to the confluence with the Colorado River.,"5,As-T",0.000206728
USGS-CO,USGS Colorado Water Science Center,USGS-394259106405900,"ALKALI CREEK BELOW MUDDY CREEK, NEAR WOLCOTT, CO",COUCEA11,COUCEA11_A,2018,F,F,F,NA,C2,P,1,Mainstem of Alkali Creek from the source to the confluence with the Eagle River. Mainstem of Milk Creek from the source to the confluence with the Eagle River.,,0.000641811
USGS-CO,USGS Colorado Water Science Center,USGS-394415106424200,MILK CREEK 2 MI ABOVE MOUTH,COUCEA11,COUCEA11_A,2018,F,F,F,NA,C2,P,1,Mainstem of Alkali Creek from the source to the confluence with the Eagle River. Mainstem of Milk Creek from the source to the confluence with the Eagle River.,,0.0002861
21COL001,Colorado Dept. of Public Health & Environment,21COL001-000052,EAGLE RIVER AT GYPSUM,COUCEA09c,COUCEA09c_A,2018,F,F,F,F,C1,E,1,Mainstem of the Eagle River from a point immediately below the confluence with Rube Creek to the confluence with the Colorado River.,"5,As-T",0.00107226
21COL001,Colorado Dept. of Public Health & Environment,21COL001-000074,GORE CREEK AT MOUTH,COUCEA06,COUCEA06_G,2018,F,N,F,N,C1,E,5,"Black Gore Creek, below Miller Creek","3b,Bugs; 5,As-T; 5,Sediment",0.00026614
21COL001,Colorado Dept. of Public Health & Environment,21COL001-000075,GORE CREEK AT BIGHORN SUBDIV.,COUCEA08,COUCEA08_A,2018,F,N,F,N,C1,E,5,Mainstem of Gore Creek from the confluence with Black Gore Creek to the confluence with the Eagle River.,"5,Bugs(P)",0.0108411
21COL001,Colorado Dept. of Public Health & Environment,21COL001-000076,EAGLE RIVER @ EDWARDS,COUCEA09a,COUCEA09a_A,2018,F,F,F,N,C1,E,5,Eagle River from Gore Creek to confluence with Berry Creek,"5,As-T",0.000812688
21COL001,Colorado Dept. of Public Health & Environment,21COL001-000083,HOMESTAKE CK @ GAGE,COUCEA04,COUCEA04_A,2018,F,F,F,F,C1,E,1,Mainstem of Homestake Creek from the confluence of the East Fork to the confluence with the Eagle River.,,0.00013495
21COL001,Colorado Dept. of Public Health & Environment,21COL001-000118,CROSS CREEK AT CONFL WITH EAGLE R,COUCEA06,COUCEA06_A,2018,F,F,F,F,C1,E,1,"All tributaries to the Eagle River, including all wetlands, from the compressor house bridge at Belden to a point immediately below the confluence with Lake Creek, except for the specific listings in Segments 1, 7a, 7b, and 8. With other exceptions to Bl","5,As-T",0.001571093
21COL001,Colorado Dept. of Public Health & Environment,21COL001-000142,EAGLE R. @ REDCLIFF,COUCEA02,COUCEA02_A,2018,F,F,F,N,C1,E,5,Mainstem of the Eagle River from the source to the compressor house bridge at Belden.,"5,As-T",0.000772549
21COL001,Colorado Dept. of Public Health & Environment,21COL001-000143,BEAVER CK @ AVON,COUCEA06,COUCEA06_D,2018,F,N,F,N,C1,E,5,Beaver Creek from confluence with Wayne Creek to Mouth,"5,As-T; 5,Bugs(P)",0.000342794
21COL001,Colorado Dept. of Public Health & Environment,21COL001-12342G,SNAKE R. @ KEYSTONE GAGE,COUCEA06,COUCEA06_A,2018,F,F,F,N,C1,E,5,"All tributaries to the Eagle River, including all wetlands, from the compressor house bridge at Belden to a point immediately below the confluence with Lake Creek, except for the specific listings in Segments 1, 7a, 7b, and 8. With other exceptions to Bl","5,As-T",0.002541694
21COL001,Colorado Dept. of Public Health & Environment,21COL001-12501,EAGLE R. ABV CONF WITH BRUSH CR. @ EAGLE WWTF,COUCEA09c,COUCEA09c_A,2018,F,F,F,N,C1,E,5,Mainstem of the Eagle River from a point immediately below the confluence with Rube Creek to the confluence with the Colorado River.,"5,As-T",7.44921E-05
21COL001,Colorado Dept. of Public Health & Environment,21COL001-12502,EAGLE RIVER @ WOLCOTT,COUCEA09b,COUCEA09b_C,2018,F,F,F,N,C1,E,5,Eagle River from Ute Creek to Rube Creek,"3b,As-T",0.000392667
21COL001,Colorado Dept. of Public Health & Environment,21COL001-12502A,EAGLE R. @ EAGLE SPRINGS GOLF COURSE,COUCEA09b,COUCEA09b_B,2018,F,F,F,I,C1,E,3b,Eagle River from Squaw Creek to Ute Creek,"3b,As-T",1.81639E-05
21COL001,Colorado Dept. of Public Health & Environment,21COL001-12502C,SQUAW CK. @ US HWY 6,COUCEA10a,COUCEA10a_A,2018,F,F,F,F,C1,E,1,"All tributaries to the Eagle River, including all wetlands, from a point immediately below the confluence with Lake Creek to the confluence with the Colorado River, except for specific listings in Segments 10b, 11 and 12, and those waters included in Seg",,0.000981748
21COL001,Colorado Dept. of Public Health & Environment,21COL001-12502D,LAKE CK. @ HWY 6 NEAR EDWARDS,COUCEA06,COUCEA06_C,2018,F,N,F,N,C1,E,5,Lake Creek from below the confluence with East and West Lake Creek to the mouth,"5,As-T; 5,Bugs(P)",0.000127922
21COL001,Colorado Dept. of Public Health & Environment,21COL001-12502E,EAGLE R. @ EDWARDS,COUCEA09a,COUCEA09a_A,2018,F,F,F,N,C1,E,5,Eagle River from Gore Creek to confluence with Berry Creek,"5,As-T",0.000721563
21COL001,Colorado Dept. of Public Health & Environment,21COL001-12503,BRUSH CK. @ HWY 6,COUCEA12,COUCEA12_A,2018,F,F,F,F,C1,E,1,"Mainstem of Brush Creek, from the source to the confluence with the Eagle River, including the East and West Forks.",,1.99534E-05
21COL001,Colorado Dept. of Public Health & Environment,21COL001-12503D,EAGLE R. @ AVON,COUCEA09a,COUCEA09a_A,2018,F,F,F,N,C1,E,5,Eagle River from Gore Creek to confluence with Berry Creek,"5,As-T",0.000565683
21COL001,Colorado Dept. of Public Health & Environment,21COL001-12503G,EAGLE R. ABOVE GORE CK.,COUCEA05c,COUCEA05c_A,2018,F,N,F,N,C1,E,5,Mainstem of the Eagle River from a point immediately above Martin Creek to a point immediately above the confluence with Gore Creek.,"4a,Cu-D; 4a,Zn-D; 5,Cd-D; 5,As-T; 5,Fe-D",0.000727784
21COL001,Colorado Dept. of Public Health & Environment,21COL001-12504,EAGLE R. @ MINTURN,COUCEA05c,COUCEA05c_A,2018,F,N,F,N,C1,E,5,Mainstem of the Eagle River from a point immediately above Martin Creek to a point immediately above the confluence with Gore Creek.,"4a,Cu-D; 4a,Zn-D; 5,Cd-D; 5,As-T; 5,Fe-D",0.00562982
21COL001,Colorado Dept. of Public Health & Environment,21COL001-12510,GYPSUM CK. @ GYPSUM,COUCEA10a,COUCEA10a_A,2018,F,F,F,F,C1,E,1,"All tributaries to the Eagle River, including all wetlands, from a point immediately below the confluence with Lake Creek to the confluence with the Colorado River, except for specific listings in Segments 10b, 11 and 12, and those waters included in Seg",,3.71885E-05
21COL001,Colorado Dept. of Public Health & Environment,21COL001-12520,EBY CK. NR US HWY 6,COUCEA10a,COUCEA10a_B,2018,F,F,F,N,C1,E,5,Eby Creek and tributaries,"3b,Se-D",0.001038543
21COL001,Colorado Dept. of Public Health & Environment,21COL001-12530,BRUSH CK. @ MOUTH @ EAGLE WWTF,COUCEA12,COUCEA12_A,2018,F,F,F,F,C1,E,1,"Mainstem of Brush Creek, from the source to the confluence with the Eagle River, including the East and West Forks.",,1.37012E-05
21COL001,Colorado Dept. of Public Health & Environment,21COL001-12541,BEAVER CK. @ AVON,COUCEA06,COUCEA06_D,2018,F,N,F,N,C1,E,5,Beaver Creek from confluence with Wayne Creek to Mouth,"5,As-T; 5,Bugs(P)",0.000342087
21COL001,Colorado Dept. of Public Health & Environment,21COL001-12542D,BEAVER CK. D/S BEAVER LAKE,COUCEA01,COUCEA01_A,2018,F,F,F,F,C1,E,1,All tributaries and wetlands to the Eagle River system within the Gore Range - Eagles Nest and Holy Cross Wilderness Area.,,0.000695235
21COL001,Colorado Dept. of Public Health & Environment,21COL001-12554,GORE CK. ABV WWTF,COUCEA08,COUCEA08_A,2018,F,N,F,F,C1,E,5,Mainstem of Gore Creek from the confluence with Black Gore Creek to the confluence with the Eagle River.,"5,Bugs(P)",0.000317092
21COL001,Colorado Dept. of Public Health & Environment,21COL001-12555,GORE CK. ABV VAIL,COUCEA08,COUCEA08_A,2018,F,N,F,F,C1,E,5,Mainstem of Gore Creek from the confluence with Black Gore Creek to the confluence with the Eagle River.,"5,Bugs(P)",0.000726151
21COL001,Colorado Dept. of Public Health & Environment,21COL001-12563,CROSS CK @ MALOIT,COUCEA07a,COUCEA07a_A,2018,F,F,F,F,C1,E,1,"Mainstem of Cross Creek from the source to a point immediately below the Minturn Middle School, except for those waters included in Segment 1.",,0.000537476
21COL001,Colorado Dept. of Public Health & Environment,21COL001-12564,HOMESTAKE CK @ FR 703 @ GAGE,COUCEA04,COUCEA04_A,2018,F,F,F,F,C1,E,1,Mainstem of Homestake Creek from the confluence of the East Fork to the confluence with the Eagle River.,,4.87543E-05
21COL001,Colorado Dept. of Public Health & Environment,21COL001-12574,MILK CK @ I-70 NEAR WOLCOTT,COUCEA11,COUCEA11_A,2018,F,F,F,NA,C2,P,1,Mainstem of Alkali Creek from the source to the confluence with the Eagle River. Mainstem of Milk Creek from the source to the confluence with the Eagle River.,,4.67641E-05
21COL001,Colorado Dept. of Public Health & Environment,21COL001-12575,ALKALI CK NEAR WOLCOTT,COUCEA11,COUCEA11_A,2018,F,F,F,NA,C2,P,1,Mainstem of Alkali Creek from the source to the confluence with the Eagle River. Mainstem of Milk Creek from the source to the confluence with the Eagle River.,,0.000498373
21COL001,Colorado Dept. of Public Health & Environment,21COL001-12577,EAST LAKE CREEK AT 25 ROAD (U/S LAKE CREEK MEADOWS,COUCEA06,COUCEA06_A,2018,F,F,F,N,C1,E,5,"All tributaries to the Eagle River, including all wetlands, from the compressor house bridge at Belden to a point immediately below the confluence with Lake Creek, except for the specific listings in Segments 1, 7a, 7b, and 8. With other exceptions to Bl","5,As-T",0.00019024
21COL001,Colorado Dept. of Public Health & Environment,21COL001-12590,TURKEY CK @ RED CLIFF,COUCEA03,COUCEA03_A,2018,F,F,F,N,C1,E,5,"All tributaries to the Eagle River, including wetlands, from the source to the compressor house bridge at Belden, except for the specific listing in Segment 4 and those waters included in Segment 1.",,0.00024284
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-000052,EAGLE RIVER AT GYPSUM,COUCEA09c,COUCEA09c_A,2018,F,F,F,N,C1,E,5,Mainstem of the Eagle River from a point immediately below the confluence with Rube Creek to the confluence with the Colorado River.,"5,As-T",5.7054E-05
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-000074,GORE CREEK AT MOUTH,COUCEA08,COUCEA08_A,2018,F,F,F,N,C1,E,5,Mainstem of Gore Creek from the confluence with Black Gore Creek to the confluence with the Eagle River.,"5,Bugs(P)",0.000223149
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-000142,EAGLE R. @ REDCLIFF,COUCEA02,COUCEA02_A,2018,F,F,F,N,C1,E,5,Mainstem of the Eagle River from the source to the compressor house bridge at Belden.,"5,As-T",0.000772883
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-000143,BEAVER CK @ AVON,COUCEA06,COUCEA06_D,2018,F,N,F,N,C1,E,5,Beaver Creek from confluence with Wayne Creek to Mouth,"5,As-T; 5,Bugs(P)",0.00034273
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-12501,EAGLE R. ABV CONF WITH BRUSH CR. @ EAGLE WWTF,COUCEA09c,COUCEA09c_A,2018,F,F,F,N,C1,E,5,Mainstem of the Eagle River from a point immediately below the confluence with Rube Creek to the confluence with the Colorado River.,"5,As-T",7.48601E-05
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-12501A,EAGLE RIVER BELOW MILK CREEK NEAR WOLCOTT,COUCEA09c,COUCEA09c_A,2018,F,F,F,N,C1,E,5,Mainstem of the Eagle River from a point immediately below the confluence with Rube Creek to the confluence with the Colorado River.,"5,As-T",0.000341356
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-12502A,EAGLE R. @ EAGLE SPRINGS GOLF COURSE,COUCEA09b,COUCEA09b_B,2018,F,F,F,I,C1,E,3b,Eagle River from Squaw Creek to Ute Creek,"3b,As-T",1.8299E-05
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-12502D,LAKE CK. @ HWY 6 NEAR EDWARDS,COUCEA06,COUCEA06_C,2018,F,N,F,N,C1,E,5,Lake Creek from below the confluence with East and West Lake Creek to the mouth,"5,As-T; 5,Bugs(P)",0.000127922
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-12502E,12502E,COUCEA09a,COUCEA09a_A,2018,F,F,F,N,C1,E,5,Eagle River from Gore Creek to confluence with Berry Creek,"5,As-T",0.000721594
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-12502F,EAGLE RIVER NR BENCHMARK LAKE IN AVON,COUCEA09a,COUCEA09a_A,2018,F,F,F,N,C1,E,5,Eagle River from Gore Creek to confluence with Berry Creek,"5,As-T",1.23009E-05
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-12502G,EAGLE RIVER AT RESERVE RD IN EDWARDS,COUCEA09a,COUCEA09a_A,2018,F,F,F,N,C1,E,5,Eagle River from Gore Creek to confluence with Berry Creek,"5,As-T",0.001703899
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-12502H,EAGLE RIVER BLW LAKE CR IN EDWARDS,COUCEA09a,COUCEA09a_B,2018,F,N,F,N,C1,E,5,Eagle River from confluence with Berry Creek to confluence with Squaw Creek,"5,As-T; 5,Bugs(P)",0.000162428
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-12502I,EAGLE RIVER ABV SQUAW CR NR EDWARDS,COUCEA09a,COUCEA09a_B,2018,F,N,F,N,C1,E,5,Eagle River from confluence with Berry Creek to confluence with Squaw Creek,"5,As-T; 5,Bugs(P)",0.000293028
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-12503D,12503D,COUCEA09a,COUCEA09a_A,2018,F,F,F,N,C1,E,5,Eagle River from Gore Creek to confluence with Berry Creek,"5,As-T",0.000284323
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-12503G,EAGLE R. ABOVE GORE CK.,COUCEA05c,COUCEA05c_A,2018,F,N,F,N,C1,E,5,Mainstem of the Eagle River from a point immediately above Martin Creek to a point immediately above the confluence with Gore Creek.,"4a,Cu-D; 4a,Zn-D; 5,Cd-D; 5,As-T; 5,Fe-D",0.00033256
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-12504,EAGLE R. @ MINTURN,COUCEA05c,COUCEA05c_A,2018,F,N,F,N,C1,E,5,Mainstem of the Eagle River from a point immediately above Martin Creek to a point immediately above the confluence with Gore Creek.,"4a,Cu-D; 4a,Zn-D; 5,Cd-D; 5,As-T; 5,Fe-D",0.000450713
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-12515,RED SANDSTONE CREEK  AT MOUTH AT VAIL,COUCEA06,COUCEA06_F,2018,F,N,F,N,C1,E,5,Red Sandstone Creek from north side I-70 Frontage Road to confluence with Gore Creek,"5,As-T; 5,Bugs(P)",0.000401021
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-12517,RED SANDSTONE CREEK ABOVE RED SANDSTONE RD. TRAILHEAD,COUCEA06,COUCEA06_E,2018,F,I,F,N,C1,E,5,Red Sandstone Creek from USFS Boundary to north side I-70 Frontage Road,"3b,Bugs; 5,As-T",7.2947E-05
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-12520,EBY CK. NR US HWY 6,COUCEA10a,COUCEA10a_B,2018,F,I,F,F,C1,E,3b,Eby Creek and tributaries,"3b,Se-D",0.000220455
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-12541,BEAVER CK. @ AVON,COUCEA06,COUCEA06_D,2018,F,N,F,N,C1,E,5,Beaver Creek from confluence with Wayne Creek to Mouth,"5,As-T; 5,Bugs(P)",0.000342087
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-12552,GORE CREEK AT MOUTH NEAR MINTURN,COUCEA08,COUCEA08_A,2018,F,N,F,F,C1,E,5,Mainstem of Gore Creek from the confluence with Black Gore Creek to the confluence with the Eagle River.,"5,Bugs(P)",0.00020154
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-12553,GORE CREEK AT STEPHENS PARK IN WEST VAIL,COUCEA08,COUCEA08_A,2018,F,N,F,F,C1,E,5,Mainstem of Gore Creek from the confluence with Black Gore Creek to the confluence with the Eagle River.,"5,Bugs(P)",0.000292091
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-12554A,GORE CREEK AT FOREST RD IN VAIL,COUCEA08,COUCEA08_A,2018,F,N,F,F,C1,E,5,Mainstem of Gore Creek from the confluence with Black Gore Creek to the confluence with the Eagle River.,"5,Bugs(P)",1.19551E-05
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-12554B,GORE CREEK AT WESTHAVEN LN BLW VAIL WWTP,COUCEA08,COUCEA08_A,2018,F,N,F,F,C1,E,5,Mainstem of Gore Creek from the confluence with Black Gore Creek to the confluence with the Eagle River.,"5,Bugs(P)",0.000200257
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-12555,GORE CK. ABV VAIL,COUCEA08,COUCEA08_A,2018,F,N,F,F,C1,E,5,Mainstem of Gore Creek from the confluence with Black Gore Creek to the confluence with the Eagle River.,"5,Bugs(P)",2.96023E-05
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-12555A,GORE CREEK DOWNSTREAM OF PULIS BRIDGE,COUCEA08,COUCEA08_A,2018,F,N,F,F,C1,E,5,Mainstem of Gore Creek from the confluence with Black Gore Creek to the confluence with the Eagle River.,"5,Bugs(P)",0.000463795
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-12555B,GORE CREEK BELOW BRIDGE ON VAIL RD.,COUCEA08,COUCEA08_A,2018,F,N,F,F,C1,E,5,Mainstem of Gore Creek from the confluence with Black Gore Creek to the confluence with the Eagle River.,"5,Bugs(P)",9.9466E-05
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-12556,BLACK GORE CREEK AT MOUTH,COUCEA06,COUCEA06_G,2018,F,N,F,N,C1,E,5,"Black Gore Creek, below Miller Creek","3b,Bugs; 5,As-T; 5,Sediment",0.000610749
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-12556G,BLACK GORE CREEK U/S FROM TIMBER CREEK,COUCEA06,COUCEA06_G,2018,F,N,F,N,C1,E,5,"Black Gore Creek, below Miller Creek","3b,Bugs; 5,As-T; 5,Sediment",0.000113521
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-12556P,BLACK GORE CREEK U/S FROM POLK CREEK,COUCEA06,COUCEA06_H,2018,F,I,F,N,C1,E,5,Black Gore Creek adjacent to I-70 above Miller Creek.,"3b,Bugs; 5,As-T",0.000330846
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-12556Q,BLACK GORE CREEK AT MARKER 188,COUCEA06,COUCEA06_H,2018,F,I,F,N,C1,E,5,Black Gore Creek adjacent to I-70 above Miller Creek.,"3b,Bugs; 5,As-T",0.001053477
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-12557,12557,COUCEA08,COUCEA08_A,2018,F,N,F,F,C1,E,5,Mainstem of Gore Creek from the confluence with Black Gore Creek to the confluence with the Eagle River.,"5,Bugs(P)",0.000167243
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-12564,HOMESTAKE CK @ FR 703 @ GAGE,COUCEA04,COUCEA04_A,2018,F,F,F,F,C1,E,1,Mainstem of Homestake Creek from the confluence of the East Fork to the confluence with the Eagle River.,,4.87543E-05
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-12594,12594,COUCEA03,COUCEA03_A,2018,F,F,F,F,C1,E,1,"All tributaries to the Eagle River, including wetlands, from the source to the compressor house bridge at Belden, except for the specific listing in Segment 4 and those waters included in Segment 1.",,0.000238167
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-142,142,COUCEA02,COUCEA02_A,2018,F,F,F,N,C1,E,5,Mainstem of the Eagle River from the source to the compressor house bridge at Belden.,"5,As-T",0.001108439
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-52,52,COUCEA09c,COUCEA09c_A,2018,F,F,F,N,C1,E,5,Mainstem of the Eagle River from a point immediately below the confluence with Rube Creek to the confluence with the Colorado River.,"5,As-T",4.62614E-05
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-CO0021369-D/S,Gore Creek at the Mouth D/S of CO0021369 Eagle River WSD,COUCEA08,COUCEA08_A,2018,F,N,F,F,C1,E,5,Mainstem of Gore Creek from the confluence with Black Gore Creek to the confluence with the Eagle River.,"5,Bugs(P)",0.000529923
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-CO0021369-U/S,Gore Creek at Forest Road U/S of CO0021369 Eagle R WSD,COUCEA08,COUCEA08_A,2018,F,N,F,F,C1,E,5,Mainstem of Gore Creek from the confluence with Black Gore Creek to the confluence with the Eagle River.,"5,Bugs(P)",0.000173787
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-CO0024431-D/S,Eagle River D/S of CO0024431 outfall,COUCEA09c,COUCEA09c_A,2018,F,F,F,N,C1,E,5,Mainstem of the Eagle River from a point immediately below the confluence with Rube Creek to the confluence with the Colorado River.,"5,As-T",0.000200741
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-CO0024431-U/S,Eagle R U/S of CO0024431-001A Eagle River WSD,COUCEA09a,COUCEA09a_A,2018,F,F,F,N,C1,E,5,Eagle River from Gore Creek to confluence with Berry Creek,"5,As-T",7.91221E-05
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-CO0037311-D/S,Eagle River d/s of CO0037311 Eagle River WSD,COUCEA09c,COUCEA09c_A,2018,F,F,F,N,C1,E,5,Mainstem of the Eagle River from a point immediately below the confluence with Rube Creek to the confluence with the Colorado River.,"5,As-T",0.000200741
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-CO0037311-U/S,Eagle River u/s of Eagle River WSD CO0037311-001A,COUCEA09a,COUCEA09a_B,2018,F,N,F,N,C1,E,5,Eagle River from confluence with Berry Creek to confluence with Squaw Creek,"5,As-T; 5,Bugs(P)",3.27756E-05
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-CO0048241-D/S,Eagle River D/S of CO0048241 Eagle WWTF at gage,COUCEA09c,COUCEA09c_A,2018,F,F,F,N,C1,E,5,Mainstem of the Eagle River from a point immediately below the confluence with Rube Creek to the confluence with the Colorado River.,"5,As-T",5.60307E-06
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-CO0048241-U/S,Eagle River U/S of CO0048241 Eagle WWTF,COUCEA09c,COUCEA09c_A,2018,F,F,F,N,C1,E,5,Mainstem of the Eagle River from a point immediately below the confluence with Rube Creek to the confluence with the Colorado River.,"5,As-T",2.16618E-07
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-USFS GORE 1,GORE CREEK HOLY CROSS RANGER DISTRICT,COUCEA08,COUCEA08_A,2018,F,N,F,F,C1,E,5,Mainstem of Gore Creek from the confluence with Black Gore Creek to the confluence with the Eagle River.,"5,Bugs(P)",0.000328478
ARR,Adams Rib Ranch,ARR-SWBC-1,ARRA Brush Creek Monitoring Point 1,COUCEA12,COUCEA12_A,2018,F,F,F,F,C1,E,1,"Mainstem of Brush Creek, from the source to the confluence with the Eagle River, including the East and West Forks.",,8.20392E-05
ARR,Adams Rib Ranch,ARR-SWBC-2,ARRA Brush Creek Monitoring Point 2,COUCEA12,COUCEA12_A,2018,F,F,F,F,C1,E,1,"Mainstem of Brush Creek, from the source to the confluence with the Eagle River, including the East and West Forks.",,0.000232588
ARR,Adams Rib Ranch,ARR-SWBC-3,ARRA Brush Creek Monitoring Point 3,COUCEA12,COUCEA12_A,2018,F,F,F,F,C1,E,1,"Mainstem of Brush Creek, from the source to the confluence with the Eagle River, including the East and West Forks.",,0.000612082
ARR,Adams Rib Ranch,ARR-SWBC-4,ARRA Brush Creek Monitoring Point 4,COUCEA12,COUCEA12_A,2018,F,F,F,F,C1,E,1,"Mainstem of Brush Creek, from the source to the confluence with the Eagle River, including the East and West Forks.",,0.000822975
ARR,Adams Rib Ranch,ARR-SWFC-1,ARRA Frost Creek Monitoring Point 1,COUCEA10a,COUCEA10a_A,2018,F,F,F,F,C1,E,1,"All tributaries to the Eagle River, including all wetlands, from a point immediately below the confluence with Lake Creek to the confluence with the Colorado River, except for specific listings in Segments 10b, 11 and 12, and those waters included in Seg",,0.000129321
ARR,Adams Rib Ranch,ARR-SWFC-2,ARRA Frost Creek Monitoring Point 2,COUCEA10a,COUCEA10a_A,2018,F,F,F,F,C1,E,1,"All tributaries to the Eagle River, including all wetlands, from a point immediately below the confluence with Lake Creek to the confluence with the Colorado River, except for specific listings in Segments 10b, 11 and 12, and those waters included in Seg",,0.000556607
ARR,Adams Rib Ranch,ARR-SWSC-1,ARRA Salt Creek Monitoring Point 1,COUCEA10a,COUCEA10a_A,2018,F,F,F,F,C1,E,1,"All tributaries to the Eagle River, including all wetlands, from a point immediately below the confluence with Lake Creek to the confluence with the Colorado River, except for specific listings in Segments 10b, 11 and 12, and those waters included in Seg",,0.000121835
ARR,Adams Rib Ranch,ARR-SWSC-2,ARRA Salt Creek Monitoring Point 2,COUCEA10a,COUCEA10a_A,2018,F,F,F,F,C1,E,1,"All tributaries to the Eagle River, including all wetlands, from a point immediately below the confluence with Lake Creek to the confluence with the Colorado River, except for specific listings in Segments 10b, 11 and 12, and those waters included in Seg",,1.4314E-05
