"MonitoringLocationID","OrganizationID","OrganizationName","MonitoringLocationName","MonitoringLocationType","HUC8","Latitude","Longitude","VerticalMe","OBJECTID","SGEOID","WBID","AUID","Cat","PortionDes","distance","SegmentID","n","org","start","end","paramCount","paramNames"
"21COL001_WQX-11206","21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","CARR CREEK ABOVE SCOTT HILL RD","River/Stream",14010005,39.56649,-108.5017,NA,27464,35702,"COLCLC14a","COLCLC14a_A","1","Mainstem of Roan Creek including all wetlands and tributaries, from its source to a point immediately above the confluence with Clear Creek, except for the specific listing in segment 14b. Clear Creek, including all tributaries and wetlands, from the sou",26.39695966,"COLCLC14a_A",134,"21COL001_WQX",2006,2006,16,"Ammonia-nitrogen;  Arsenic;  Chloride;  Count;  Dissolved oxygen (DO);  Inorganic nitrogen (nitrate and nitrite);  Iron;  Kjeldahl nitrogen;  Mercury;  pH;  Phosphate-phosphorus;  Selenium;  Specific conductance;  Sulfate;  Temperature, water;  Total suspended solids;  "
"21COL001_WQX-11207","21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","DRY FORK AT CTY RD 222","River/Stream",14010005,39.37864,-108.34331,NA,24658,32287,"COLCLC14c","COLCLC14c_B","5","North, South and mainstem of Dry Fork including tributaries",6.559888664,"COLCLC14c_B",67,"21COL001_WQX",2006,2006,16,"Ammonia-nitrogen;  Arsenic;  Chloride;  Count;  Dissolved oxygen (DO);  Inorganic nitrogen (nitrate and nitrite);  Iron;  Kjeldahl nitrogen;  Mercury;  pH;  Phosphate-phosphorus;  Selenium;  Specific conductance;  Sulfate;  Temperature, water;  Total suspended solids;  "
"21COL001_WQX-11208","21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","ROAN CREEK ABOVE MUD SPRING CANYON","River/Stream",14010005,39.50962,-108.52482,NA,26052,34047,"COLCLC14a","COLCLC14a_A","1","Mainstem of Roan Creek including all wetlands and tributaries, from its source to a point immediately above the confluence with Clear Creek, except for the specific listing in segment 14b. Clear Creek, including all tributaries and wetlands, from the sou",30.33020241,"COLCLC14a_A",85,"21COL001_WQX",2006,2006,16,"Ammonia-nitrogen;  Arsenic;  Chloride;  Count;  Dissolved oxygen (DO);  Inorganic nitrogen (nitrate and nitrite);  Iron;  Kjeldahl nitrogen;  Mercury;  pH;  Phosphate-phosphorus;  Selenium;  Specific conductance;  Sulfate;  Temperature, water;  Total suspended solids;  "
"21COL001_WQX-11212","21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","LOGAN WASH NE OF DEBEUQUE","River/Stream",14010005,39.413915,-108.177018,NA,25046,32787,"COLCLC14c","COLCLC14c_C","5","Roan Creek and tributaries including Conn Cr, Logan Wash, Bloat Gulch and Gibler Gulch",17.7818172,"COLCLC14c_C",4,"21COL001_WQX",2013,2014,1,"Flow;  "
"21COL001_WQX-11217","21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","CLEAR CREEK AT CHEVRON GAGE","River/Stream",14010005,39.54814,-108.33103,NA,27816,36186,"COLCLC14b","COLCLC14b_A","3b","Clear Creek, including all tributaries and wetlands, from a point immediately below the confluence with Tom Creek to the confluence with Roan Creek. Roan Creek, including all tributaries and wetlands, from a point immediately above the confluence with Cl",27.5075936,"COLCLC14b_A",76,"21COL001_WQX",2006,2006,16,"Ammonia-nitrogen;  Arsenic;  Chloride;  Count;  Dissolved oxygen (DO);  Inorganic nitrogen (nitrate and nitrite);  Iron;  Kjeldahl nitrogen;  Mercury;  pH;  Phosphate-phosphorus;  Selenium;  Specific conductance;  Sulfate;  Temperature, water;  Total suspended solids;  "
"21COL001_WQX-11221","21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","PARACHUTE CREEK AT PARACHUTE, CO","River/Stream",14010005,39.4502,-108.0543,NA,25572,33488,"COLCLC11h","COLCLC11h_A","1","Mainstem of Parachute Creek, including all tributaries and wetlands, from the confluence of the West and East Forks to the confluence with the Colorado River except for specific listings in segment 11g.",9.789737441,"COLCLC11h_A",342,"21COL001_WQX",2007,2014,30,"Alkalinity, Phenolphthalein (total hydroxide+1/2 carbonate);  Alkalinity, total;  Aluminum;  Ammonia-nitrogen;  Arsenic;  Cadmium;  Calcium;  Chromium;  Copper;  Dissolved oxygen (DO);  Escherichia coli;  Hardness, Ca, Mg;  Inorganic nitrogen (nitrate and nitrite);  Iron;  Kjeldahl nitrogen;  Lead;  Magnesium;  Manganese;  Molybdenum;  Nickel;  pH;  Phosphate-phosphorus;  Selenium;  Silver;  Sodium;  Specific conductance;  Sulfate;  Temperature, water;  Uranium-238;  Zinc;  "
"21COL001_WQX-47","21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","47","River/Stream",14010005,39.56465,-107.51809,NA,26978,35119,"COLCLC01","COLCLC01_A","5","Colorado River from Paradise Creek to below the confluence with Rifle Creek",39.06687264,"COLCLC01_A",19,"21COL001_WQX",2000,2000,1,"Count;  "
"21COL001_WQX-CO0048151-D/S","21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","Colorado River d/s of CO0048151 Rifle Regional WWRF","River/Stream",14010005,39.51891,-107.81112,NA,26229,34254,"COLCLC01","COLCLC01_A","5","Colorado River from Paradise Creek to below the confluence with Rifle Creek",83.17601219,"COLCLC01_A",264,"21COL001_WQX",2013,2017,8,"Ammonia-nitrogen;  Inorganic nitrogen (nitrate and nitrite);  Kjeldahl nitrogen;  Nitrate;  Nitrite;  Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3);  Phosphate-phosphorus;  Total Phosphorus, mixed forms;  "
"21COL001_WQX-CO0048151-U/S","21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","Colorado River u/s of CO0048151 Rifle Regional WWRF","River/Stream",14010005,39.52292,-107.78935,NA,26217,34241,"COLCLC01","COLCLC01_A","5","Colorado River from Paradise Creek to below the confluence with Rifle Creek",280.1152097,"COLCLC01_A",264,"21COL001_WQX",2013,2017,8,"Ammonia-nitrogen;  Inorganic nitrogen (nitrate and nitrite);  Kjeldahl nitrogen;  Nitrate;  Nitrite;  Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3);  Phosphate-phosphorus;  Total Phosphorus, mixed forms;  "
"21COL001_WQX-CO0048852-AUX","21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","Colorado River U/S Flow at USGS 09085100","River/Stream",14010005,39.55425,-107.337633,NA,26786,34902,"COLCLC01","COLCLC01_B","5","Colorado River from Roaring Fork to Paradise Creek",43.28059568,"COLCLC01_B",106,"21COL001_WQX",2013,2017,7,"Ammonia-nitrogen;  Flow;  Inorganic nitrogen (ammonia, nitrate and nitrite);  Inorganic nitrogen (nitrate and nitrite);  Kjeldahl nitrogen;  Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3);  Total Phosphorus, mixed forms;  "
"21COL001_WQX-CO0048852-D/S","21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","Colorado River downstream of CO0048852 Glenwood Springs WWTF","River/Stream",14010005,39.5599,-107.3733,NA,26812,34930,"COLCLC01","COLCLC01_B","5","Colorado River from Roaring Fork to Paradise Creek",14.76499776,"COLCLC01_B",293,"21COL001_WQX",2013,2017,7,"Ammonia-nitrogen;  Inorganic nitrogen (ammonia, nitrate and nitrite);  Inorganic nitrogen (nitrate and nitrite);  Kjeldahl nitrogen;  Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3);  Phosphate-phosphorus;  Total Phosphorus, mixed forms;  "
"21COL001_WQX-CO0048852-U/S","21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","Colorado River U/S of CO0048852 Glenwood Springs WWTF","River/Stream",14010005,39.5605,-107.3713,NA,26812,34930,"COLCLC01","COLCLC01_B","5","Colorado River from Roaring Fork to Paradise Creek",19.34978382,"COLCLC01_B",323,"21COL001_WQX",2013,2017,8,"Ammonia-nitrogen;  Flow;  Inorganic nitrogen (ammonia, nitrate and nitrite);  Inorganic nitrogen (nitrate and nitrite);  Kjeldahl nitrogen;  Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3);  Phosphate-phosphorus;  Total Phosphorus, mixed forms;  "
"21COL001_WQX-MEAS-CO003","21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","COLO RVR ABV CONF W ROARING FORK","River/Stream",14010001,39.54917,-107.329957,NA,NA,NA,"COUCUCO3","COUCUC03_E","5","Colorado River from Derby Creek to the confluence with the Roaring Fork River",NA,"COUCUC03_E",405,"21COL001_WQX",2012,2013,28,"Alkalinity, total;  Aluminum;  Ammonia-nitrogen;  Arsenic;  Cadmium;  Chloride;  Chromium;  Copper;  Dissolved oxygen (DO);  Escherichia coli;  Hardness, Ca, Mg;  Inorganic nitrogen (nitrate and nitrite);  Iron;  Kjeldahl nitrogen;  Lead;  Manganese;  Mercury;  Nickel;  pH;  Phosphate-phosphorus;  Selenium;  Silver;  Specific conductance;  Sulfate;  Temperature, water;  Total Coliform;  Uranium-238;  Zinc;  "
"21COL001_WQX-MEAS-CO004","21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","COLO RVR AT MIDLAND AVE","River/Stream",14010005,39.55921,-107.360975,NA,26810,34928,"COLCLC01","COLCLC01_B","5","Colorado River from Roaring Fork to Paradise Creek",33.98121044,"COLCLC01_B",380,"21COL001_WQX",2012,2013,28,"Alkalinity, total;  Aluminum;  Ammonia-nitrogen;  Arsenic;  Cadmium;  Chloride;  Chromium;  Copper;  Dissolved oxygen (DO);  Escherichia coli;  Hardness, Ca, Mg;  Inorganic nitrogen (nitrate and nitrite);  Iron;  Kjeldahl nitrogen;  Lead;  Manganese;  Mercury;  Nickel;  pH;  Phosphate-phosphorus;  Selenium;  Silver;  Specific conductance;  Sulfate;  Temperature, water;  Total Coliform;  Uranium-238;  Zinc;  "
"21COL001_WQX-MEAS-CO005","21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","COLO RVR ABV NEW REGIONAL WWTF","River/Stream",14010005,39.560542,-107.371602,NA,26812,34930,"COLCLC01","COLCLC01_B","5","Colorado River from Roaring Fork to Paradise Creek",7.879792572,"COLCLC01_B",373,"21COL001_WQX",2012,2013,28,"Alkalinity, total;  Aluminum;  Ammonia-nitrogen;  Arsenic;  Cadmium;  Chloride;  Chromium;  Copper;  Dissolved oxygen (DO);  Escherichia coli;  Hardness, Ca, Mg;  Inorganic nitrogen (nitrate and nitrite);  Iron;  Kjeldahl nitrogen;  Lead;  Manganese;  Mercury;  Nickel;  pH;  Phosphate-phosphorus;  Selenium;  Silver;  Specific conductance;  Sulfate;  Temperature, water;  Total Coliform;  Uranium-238;  Zinc;  "
"21COL001_WQX-MEAS-CO006","21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","COLO RVR BLW NEW REGIONAL WWTF","River/Stream",14010005,39.559912,-107.373748,NA,26812,34930,"COLCLC01","COLCLC01_B","5","Colorado River from Roaring Fork to Paradise Creek",11.51324963,"COLCLC01_B",293,"21COL001_WQX",2012,2013,28,"Alkalinity, total;  Aluminum;  Ammonia-nitrogen;  Arsenic;  Cadmium;  Chloride;  Chromium;  Copper;  Dissolved oxygen (DO);  Escherichia coli;  Hardness, Ca, Mg;  Inorganic nitrogen (nitrate and nitrite);  Iron;  Kjeldahl nitrogen;  Lead;  Manganese;  Mercury;  Nickel;  pH;  Phosphate-phosphorus;  Selenium;  Silver;  Specific conductance;  Sulfate;  Temperature, water;  Total Coliform;  Uranium-238;  Zinc;  "
"21COL001_WQX-MEAS-CO006A","21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","COLORADO RVR BELOW NEW GLENWOOD SPRINGS WWTF, SLIGHTLY U/S OF SITE CO006","River/Stream",14010005,39.560053,-107.373097,NA,26812,34930,"COLCLC01","COLCLC01_B","5","Colorado River from Roaring Fork to Paradise Creek",6.365927029,"COLCLC01_B",59,"21COL001_WQX",2013,2013,28,"Alkalinity, total;  Aluminum;  Ammonia-nitrogen;  Arsenic;  Cadmium;  Chloride;  Chromium;  Copper;  Dissolved oxygen (DO);  Escherichia coli;  Hardness, Ca, Mg;  Inorganic nitrogen (nitrate and nitrite);  Iron;  Kjeldahl nitrogen;  Lead;  Manganese;  Mercury;  Nickel;  pH;  Phosphate-phosphorus;  Selenium;  Silver;  Specific conductance;  Sulfate;  Temperature, water;  Total Coliform;  Uranium-238;  Zinc;  "
"21COL001_WQX-MEAS-CO006B","21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","COLORADO RIVER BLW NEW GLENWOOD SPRINGS WWTF, APPROX. 200 FT D/S OF CO006A","River/Stream",14010005,39.559905,-107.374077,NA,26812,34930,"COLCLC01","COLCLC01_B","5","Colorado River from Roaring Fork to Paradise Creek",12.29070499,"COLCLC01_B",86,"21COL001_WQX",2013,2013,28,"Alkalinity, total;  Aluminum;  Ammonia-nitrogen;  Arsenic;  Cadmium;  Chloride;  Chromium;  Copper;  Dissolved oxygen (DO);  Escherichia coli;  Hardness, Ca, Mg;  Inorganic nitrogen (nitrate and nitrite);  Iron;  Kjeldahl nitrogen;  Lead;  Manganese;  Mercury;  Nickel;  pH;  Phosphate-phosphorus;  Selenium;  Silver;  Specific conductance;  Sulfate;  Temperature, water;  Total Coliform;  Uranium-238;  Zinc;  "
"21COL001_WQX-TMDL-LC01","21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","MAMM CR @ CR 352","River/Stream",14010005,39.527352,-107.710132,NA,26464,34533,"COLCLC04a","COLCLC04a_B","5","Mamm Creek",10.81896719,"COLCLC04a_B",165,"21COL001_WQX",2011,2018,34,"Alkalinity, total;  Aluminum;  Ammonia-nitrogen;  Arsenic;  Beryllium;  Cadmium;  Calcium;  Chromium;  Copper;  Dissolved oxygen (DO);  Flow;  Hardness, Ca, Mg;  Inorganic nitrogen (nitrate and nitrite);  Iron;  Kjeldahl nitrogen;  Lead;  Magnesium;  Manganese;  Molybdenum;  Nickel;  Nitrite;  Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3);  pH;  Phosphate-phosphorus;  Potassium;  Selenium;  Silver;  Sodium;  Specific conductance;  Sulfate;  Temperature, water;  Total Phosphorus, mixed forms;  Uranium-238;  Zinc;  "
"21COL001_WQX-TMDL-LC02","21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","MIDDLE MAMM CR","River/Stream",14010005,39.46813,-107.68738,NA,25496,33402,"COLCLC04a","COLCLC04a_B","5","Mamm Creek",0.679943497,"COLCLC04a_B",231,"21COL001_WQX",2011,2018,34,"Alkalinity, total;  Aluminum;  Ammonia-nitrogen;  Arsenic;  Beryllium;  Cadmium;  Calcium;  Chromium;  Copper;  Dissolved oxygen (DO);  Flow;  Hardness, Ca, Mg;  Inorganic nitrogen (nitrate and nitrite);  Iron;  Kjeldahl nitrogen;  Lead;  Magnesium;  Manganese;  Molybdenum;  Nickel;  Nitrite;  Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3);  pH;  Phosphate-phosphorus;  Potassium;  Selenium;  Silver;  Sodium;  Specific conductance;  Sulfate;  Temperature, water;  Total Phosphorus, mixed forms;  Uranium-238;  Zinc;  "
"21COL001_WQX-TMDL-LC03","21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","EAST MAMM CR","River/Stream",14010005,39.468133,-107.687323,NA,25496,33402,"COLCLC04a","COLCLC04a_B","5","Mamm Creek",3.264252513,"COLCLC04a_B",231,"21COL001_WQX",2011,2018,34,"Alkalinity, total;  Aluminum;  Ammonia-nitrogen;  Arsenic;  Beryllium;  Cadmium;  Calcium;  Chromium;  Copper;  Dissolved oxygen (DO);  Flow;  Hardness, Ca, Mg;  Inorganic nitrogen (nitrate and nitrite);  Iron;  Kjeldahl nitrogen;  Lead;  Magnesium;  Manganese;  Molybdenum;  Nickel;  Nitrite;  Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3);  pH;  Phosphate-phosphorus;  Potassium;  Selenium;  Silver;  Sodium;  Specific conductance;  Sulfate;  Temperature, water;  Total Phosphorus, mixed forms;  Uranium-238;  Zinc;  "
"21COL001_WQX-TMDL-LC04","21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","ALKALI CREEK NR MOUTH","River/Stream",14010005,39.56286,-107.545217,NA,26884,35010,"COLCLC04a","COLCLC04a_C","5","Alkali Creek",13.46740663,"COLCLC04a_C",32,"21COL001_WQX",2012,2018,29,"Alkalinity, total;  Aluminum;  Ammonia-nitrogen;  Arsenic;  Cadmium;  Calcium;  Chromium;  Copper;  Dissolved oxygen (DO);  Flow;  Hardness, Ca, Mg;  Inorganic nitrogen (nitrate and nitrite);  Iron;  Kjeldahl nitrogen;  Lead;  Magnesium;  Manganese;  Molybdenum;  Nickel;  pH;  Phosphate-phosphorus;  Selenium;  Silver;  Sodium;  Specific conductance;  Sulfate;  Temperature, water;  Uranium-238;  Zinc;  "
"21COL001_WQX-TMDL-LC05","21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","North Dry Fork","River/Stream",14010005,39.379778,-108.363377,NA,24777,32441,"COLCLC14c","COLCLC14c_B","5","North, South and mainstem of Dry Fork including tributaries",24.93977394,"COLCLC14c_B",8,"21COL001_WQX",2011,2011,8,"Dissolved oxygen (DO);  Hardness, Ca, Mg;  Inorganic nitrogen (nitrate and nitrite);  Nitrite;  pH;  Selenium;  Specific conductance;  Temperature, water;  "
"21COL001_WQX-TMDL-LC06","21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","Roan Cr @ 222 Rd near 45 Rd","River/Stream",14010005,39.365608,-108.253082,NA,24529,32107,"COLCLC14c","COLCLC14c_C","5","Roan Creek and tributaries including Conn Cr, Logan Wash, Bloat Gulch and Gibler Gulch",2.664973489,"COLCLC14c_C",8,"21COL001_WQX",2011,2011,8,"Dissolved oxygen (DO);  Hardness, Ca, Mg;  Inorganic nitrogen (nitrate and nitrite);  Nitrite;  pH;  Selenium;  Specific conductance;  Temperature, water;  "
"21COL001_WQX-TMDL-MC01","21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","DRY FORK APPX 1 MI ABV ROAN CRK RD","River/Stream",14010005,39.36995,-108.268207,NA,24595,32199,"COLCLC14c","COLCLC14c_B","5","North, South and mainstem of Dry Fork including tributaries",19.08361658,"COLCLC14c_B",89,"21COL001_WQX",2014,2018,30,"Alkalinity, total;  Aluminum;  Ammonia-nitrogen;  Arsenic;  Cadmium;  Calcium;  Chromium;  Copper;  Dissolved oxygen (DO);  Flow;  Hardness, Ca, Mg;  Inorganic nitrogen (nitrate and nitrite);  Iron;  Kjeldahl nitrogen;  Lead;  Magnesium;  Manganese;  Molybdenum;  Nickel;  Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3);  pH;  Phosphate-phosphorus;  Selenium;  Silver;  Sodium;  Specific conductance;  Sulfate;  Temperature, water;  Uranium-238;  Zinc;  "
"21COL001_WQX-TMDL-MC02","21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","RIFLE CREEK @ RAILROAD","River/Stream",14010005,39.538,-107.783468,NA,26567,34649,"COLCLC10","COLCLC10_A","5","East Rifle Creek from the White River NF boundary to Rifle Gap Reservoir. Rifle Creek from Rifle Gap Reservoir to the Colorado River",2.453098757,"COLCLC10_A",87,"21COL001_WQX",2014,2014,29,"Alkalinity, total;  Aluminum;  Ammonia-nitrogen;  Arsenic;  Cadmium;  Calcium;  Chromium;  Copper;  Dissolved oxygen (DO);  Hardness, Ca, Mg;  Inorganic nitrogen (nitrate and nitrite);  Iron;  Kjeldahl nitrogen;  Lead;  Magnesium;  Manganese;  Molybdenum;  Nickel;  Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3);  pH;  Phosphate-phosphorus;  Selenium;  Silver;  Sodium;  Specific conductance;  Sulfate;  Temperature, water;  Uranium-238;  Zinc;  "
"21COL001_WQX-TMDL-MC03","21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","GOVERNMENT CREEK @ HWY 13","River/Stream",14010005,39.551417,-107.779117,NA,26932,35063,"COLCLC10","COLCLC10_A","5","East Rifle Creek from the White River NF boundary to Rifle Gap Reservoir. Rifle Creek from Rifle Gap Reservoir to the Colorado River",89.68168504,"COLCLC10_A",87,"21COL001_WQX",2014,2014,29,"Alkalinity, total;  Aluminum;  Ammonia-nitrogen;  Arsenic;  Cadmium;  Calcium;  Chromium;  Copper;  Dissolved oxygen (DO);  Hardness, Ca, Mg;  Inorganic nitrogen (nitrate and nitrite);  Iron;  Kjeldahl nitrogen;  Lead;  Magnesium;  Manganese;  Molybdenum;  Nickel;  Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3);  pH;  Phosphate-phosphorus;  Selenium;  Silver;  Sodium;  Specific conductance;  Sulfate;  Temperature, water;  Uranium-238;  Zinc;  "
"21COL001_WQX-TMDL-MC04","21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","MIDDLE RIFLE CREEK @ RIFLE CORRECTIONAL FACILITY","River/Stream",14010005,39.651517,-107.781482,NA,28909,37609,"COLCLC09a","COLCLC09a_A","1","Middle Rifle Creek, including all tributaries and wetlands, from its source to the confluence with West Rifle Creek. East Rifle Creek, including all tributaries and wetlands, from the source to the boundary of the White River National Forest.",12.6325844,"COLCLC09a_A",87,"21COL001_WQX",2014,2014,29,"Alkalinity, total;  Aluminum;  Ammonia-nitrogen;  Arsenic;  Cadmium;  Calcium;  Chromium;  Copper;  Dissolved oxygen (DO);  Hardness, Ca, Mg;  Inorganic nitrogen (nitrate and nitrite);  Iron;  Kjeldahl nitrogen;  Lead;  Magnesium;  Manganese;  Molybdenum;  Nickel;  Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3);  pH;  Phosphate-phosphorus;  Selenium;  Silver;  Sodium;  Specific conductance;  Sulfate;  Temperature, water;  Uranium-238;  Zinc;  "
"21COL001_WQX-TMDL-MC05","21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","WEST RIFLE CREEK","River/Stream",14010005,39.651955,-107.788245,NA,28414,37004,"COLCLC10","COLCLC10_B","5","West Rifle Creek and tributaries",11.79547687,"COLCLC10_B",183,"21COL001_WQX",2014,2017,31,"Alkalinity, total;  Aluminum;  Ammonia-nitrogen;  Arsenic;  Cadmium;  Calcium;  Chromium;  Copper;  Dissolved oxygen (DO);  Hardness, Ca, Mg;  Inorganic nitrogen (nitrate and nitrite);  Iron;  Kjeldahl nitrogen;  Lead;  Magnesium;  Manganese;  Molybdenum;  Nickel;  Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3);  pH;  Phosphate-phosphorus;  Potassium;  Selenium;  Silver;  Sodium;  Specific conductance;  Sulfate;  Temperature, water;  Total Phosphorus, mixed forms;  Uranium-238;  Zinc;  "
"21COL001_WQX-TMDL-MC06","21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","EAST RIFLE CREEK @ RIFLE FALLS","River/Stream",14010005,39.675008,-107.699568,NA,28719,37372,"COLCLC10","COLCLC10_A","5","East Rifle Creek from the White River NF boundary to Rifle Gap Reservoir. Rifle Creek from Rifle Gap Reservoir to the Colorado River",29.5710604,"COLCLC10_A",87,"21COL001_WQX",2014,2014,29,"Alkalinity, total;  Aluminum;  Ammonia-nitrogen;  Arsenic;  Cadmium;  Calcium;  Chromium;  Copper;  Dissolved oxygen (DO);  Hardness, Ca, Mg;  Inorganic nitrogen (nitrate and nitrite);  Iron;  Kjeldahl nitrogen;  Lead;  Magnesium;  Manganese;  Molybdenum;  Nickel;  Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3);  pH;  Phosphate-phosphorus;  Selenium;  Silver;  Sodium;  Specific conductance;  Sulfate;  Temperature, water;  Uranium-238;  Zinc;  "
"21COL001_WQX-TMDL-MC07","21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","RIFLE CREEK OUTLET OF RESERVOIR","River/Stream",14010005,39.625293,-107.761695,NA,27950,36358,"COLCLC10","COLCLC10_A","5","East Rifle Creek from the White River NF boundary to Rifle Gap Reservoir. Rifle Creek from Rifle Gap Reservoir to the Colorado River",20.28538013,"COLCLC10_A",87,"21COL001_WQX",2014,2014,29,"Alkalinity, total;  Aluminum;  Ammonia-nitrogen;  Arsenic;  Cadmium;  Calcium;  Chromium;  Copper;  Dissolved oxygen (DO);  Hardness, Ca, Mg;  Inorganic nitrogen (nitrate and nitrite);  Iron;  Kjeldahl nitrogen;  Lead;  Magnesium;  Manganese;  Molybdenum;  Nickel;  Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3);  pH;  Phosphate-phosphorus;  Selenium;  Silver;  Sodium;  Specific conductance;  Sulfate;  Temperature, water;  Uranium-238;  Zinc;  "
"21COL001_WQX-TMDL-MC10","21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","ROAN CREEK ABV CTY RD 200","River/Stream",14010005,39.36583,-108.25295,NA,24529,32107,"COLCLC14c","COLCLC14c_C","5","Roan Creek and tributaries including Conn Cr, Logan Wash, Bloat Gulch and Gibler Gulch",21.60946757,"COLCLC14c_C",92,"21COL001_WQX",2014,2018,33,"Alkalinity, total;  Aluminum;  Ammonia-nitrogen;  Arsenic;  Beryllium;  Cadmium;  Calcium;  Chromium;  Copper;  Dissolved oxygen (DO);  Flow;  Hardness, Ca, Mg;  Inorganic nitrogen (nitrate and nitrite);  Iron;  Kjeldahl nitrogen;  Lead;  Magnesium;  Manganese;  Molybdenum;  Nickel;  Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3);  pH;  Phosphate-phosphorus;  Potassium;  Selenium;  Silver;  Sodium;  Specific conductance;  Sulfate;  Temperature, water;  Total Phosphorus, mixed forms;  Uranium-238;  Zinc;  "
"21COL001_WQX-TMDL-MC11","21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","EAST RIFLE AT GAP I","River/Stream",14010005,39.632777,-107.73502,NA,28087,36561,"COLCLC10","COLCLC10_A","5","East Rifle Creek from the White River NF boundary to Rifle Gap Reservoir. Rifle Creek from Rifle Gap Reservoir to the Colorado River",35.71151082,"COLCLC10_A",58,"21COL001_WQX",2014,2014,29,"Alkalinity, total;  Aluminum;  Ammonia-nitrogen;  Arsenic;  Cadmium;  Calcium;  Chromium;  Copper;  Dissolved oxygen (DO);  Hardness, Ca, Mg;  Inorganic nitrogen (nitrate and nitrite);  Iron;  Kjeldahl nitrogen;  Lead;  Magnesium;  Manganese;  Molybdenum;  Nickel;  Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3);  pH;  Phosphate-phosphorus;  Selenium;  Silver;  Sodium;  Specific conductance;  Sulfate;  Temperature, water;  Uranium-238;  Zinc;  "
"21COL001_WQX-TMDL-MC14","21COL001_WQX","Colorado Dept. of Public Health & Environment-WQCD","GARFIELD CREEK AT GARFIELD CREEK SWA","River/Stream",14010005,39.525008,-107.550535,NA,26702,34809,"COLCLC07a","COLCLC07a_A","1","Mainstem of Mitchell, Canyon, Elk, Garfield, Beaver, and Cache Creeks, including all tributaries and wetlands, from the boundary of the White River National Forest to their confluences with the Colorado River. Battlement Creek from the most downstream bo",20.31883081,"COLCLC07a_A",58,"21COL001_WQX",2014,2014,29,"Alkalinity, total;  Aluminum;  Ammonia-nitrogen;  Arsenic;  Cadmium;  Calcium;  Chromium;  Copper;  Dissolved oxygen (DO);  Hardness, Ca, Mg;  Inorganic nitrogen (nitrate and nitrite);  Iron;  Kjeldahl nitrogen;  Lead;  Magnesium;  Manganese;  Molybdenum;  Nickel;  Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3);  pH;  Phosphate-phosphorus;  Selenium;  Silver;  Sodium;  Specific conductance;  Sulfate;  Temperature, water;  Uranium-238;  Zinc;  "
